DE_BB,DE_BE
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.14772208266727554,0.14772208266727554
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
0.27847727791733246,0.27847727791733246
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.3438548755423624,0.3438548755423624
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.14772208266727554,0.14772208266727554
0.007774846456172102,0.007774846456172102
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.4092324731673898,0.4092324731673898
0.40923247316738975,0.40923247316738975
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.3300911707791974,0.3300911707791974
0.3438548755423614,0.3438548755423614
0.34385487554236127,0.34385487554236127
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.3438548755423615,0.3438548755423615
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.14772208266727593,0.14772208266727593
3.3306690738754696e-16,3.3306690738754696e-16
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
0.049240694222425274,0.049240694222425274
0.4092324731673898,0.4092324731673898
0.3300911707791993,0.3300911707791993
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.34385487554236127,0.34385487554236127
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
0.10366461941563188,0.10366461941563188
0.34385487554236127,0.34385487554236127
5.551115123125783e-17,5.551115123125783e-17
0.34385487554236127,0.34385487554236127
0.4092324731673898,0.4092324731673898
0.4092324731673898,0.4092324731673898
0.34385487554236127,0.34385487554236127
0.14772208266727554,0.14772208266727554
5.551115123125783e-17,5.551115123125783e-17
2.220446049250313e-16,2.220446049250313e-16
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
5.551115123125783e-17,5.551115123125783e-17
0.04924069422242522,0.04924069422242522
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
0.34385487554236127,0.34385487554236127
