time,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH
0,0.1766,0.1633,0.008925,0.043014286,0.1873,0.0164,0.1607,0.2918,0.1977,0.0757,0.011266667,0.5186,0.001,0.118833333,0.17,0.0779
1,0.1869,0.1824,0.0089,0.039757143,0.2055,0.0158,0.1649,0.3004,0.2042,0.07968,0.011433333,0.5245,0.0016,0.130733333,0.1852,0.0978
2,0.1939,0.1807,0.0094,0.039585714,0.2361,0.014533333,0.1742,0.3086,0.215375,0.08746,0.009666667,0.5299,0.0015,0.139533333,0.1823,0.103
3,0.1903,0.1648,0.010775,0.040171429,0.2452,0.012866667,0.1905,0.3144,0.2282,0.0943,0.006633333,0.5228,0.0008,0.1376,0.1681,0.0968
4,0.192,0.154,0.01015,0.036614286,0.2628,0.011833333,0.1946,0.3353,0.24395,0.10602,0.004,0.5613,0.0002,0.133466667,0.1623,0.0915
5,0.1835,0.1253,0.005275,0.027857143,0.2779,0.013,0.2011,0.3404,0.26835,0.11862,0.0046,0.5739,0,0.124733333,0.1409,0.0886
6,0.178,0.1055,0.00415,0.019914286,0.2864,0.019433333,0.2253,0.3762,0.2875,0.12222,0.0105,0.6148,0,0.1325,0.1418,0.1042
7,0.1819,0.1116,0.00615,0.016228571,0.3069,0.034133333,0.2361,0.4001,0.29705,0.12624,0.023366667,0.6197,0,0.1401,0.164,0.1513
8,0.1885,0.1278,0.007775,0.015114286,0.3621,0.042733333,0.25,0.4041,0.322475,0.14476,0.040633333,0.6177,0.0027,0.141633333,0.1829,0.1475
9,0.2162,0.1531,0.0023,0.011185714,0.4329,0.028933333,0.3326,0.4098,0.369625,0.16128,0.0249,0.6496,0.0028,0.129166667,0.1752,0.1062
10,0.2193,0.1631,0.00045,0.009928571,0.3332,0.025233333,0.3407,0.4103,0.328575,0.15776,0.012633333,0.657,0.0012,0.1278,0.1427,0.0976
11,0.2069,0.1762,0.000175,0.010057143,0.3338,0.047633333,0.2576,0.3968,0.3139,0.18056,0.026266667,0.6531,0.0015,0.140933333,0.1314,0.1356
12,0.1968,0.1406,0.001375,0.014828571,0.3468,0.0786,0.2721,0.3921,0.333475,0.20048,0.0468,0.6678,0.0098,0.158866667,0.142,0.1578
13,0.2451,0.1678,0.008325,0.0205,0.3554,0.101,0.2959,0.4278,0.360525,0.22128,0.0612,0.6747,0.0246,0.195933333,0.2202,0.1891
14,0.329,0.2423,0.014,0.024228571,0.405,0.126333333,0.3391,0.4527,0.4047,0.27138,0.0806,0.6873,0.0411,0.286,0.3083,0.2543
15,0.3696,0.2928,0.0389,0.036057143,0.4607,0.151766667,0.3729,0.4475,0.450475,0.34486,0.123933333,0.7017,0.0802,0.332766667,0.3398,0.2835
16,0.358,0.2904,0.059775,0.0607,0.4996,0.160833333,0.4015,0.4503,0.482675,0.38254,0.156833333,0.73,0.0953,0.315966667,0.34,0.2741
17,0.3554,0.289,0.049675,0.072114286,0.5664,0.177066667,0.4502,0.4699,0.52005,0.39948,0.174933333,0.768,0.1058,0.312466667,0.3435,0.2932
18,0.3659,0.2915,0.04105,0.0695,0.6585,0.189333333,0.5083,0.4978,0.569125,0.43152,0.1771,0.8066,0.111,0.323133333,0.3636,0.3293
19,0.3871,0.306,0.04435,0.072314286,0.7352,0.2088,0.5824,0.54,0.62415,0.46942,0.1813,0.8476,0.1025,0.346533333,0.3957,0.3717
20,0.4151,0.3287,0.05485,0.078442857,0.7876,0.233566667,0.6715,0.5934,0.674,0.50176,0.1973,0.8822,0.1121,0.367433333,0.4336,0.4173
21,0.4381,0.3414,0.07655,0.089285714,0.8381,0.251733333,0.7312,0.6355,0.7151,0.52754,0.220366667,0.9004,0.1344,0.385766667,0.4614,0.4699
22,0.4667,0.3689,0.101325,0.116514286,0.8734,0.269366667,0.771,0.666,0.743425,0.56124,0.267633333,0.9103,0.1582,0.425,0.5008,0.5002
23,0.5033,0.4062,0.121275,0.140328571,0.8852,0.282833333,0.7818,0.6761,0.7755,0.59302,0.284833333,0.9174,0.1825,0.468733333,0.5408,0.5273
24,0.5369,0.439,0.14115,0.153828571,0.898,0.3029,0.8053,0.6901,0.8011,0.62734,0.314966667,0.9227,0.2053,0.509866667,0.5841,0.5514
25,0.5705,0.4612,0.162125,0.169085714,0.906,0.3415,0.829,0.7334,0.825575,0.65818,0.361666667,0.9278,0.2405,0.550366667,0.6423,0.5764
26,0.6179,0.5027,0.18745,0.188685714,0.9128,0.376333333,0.8519,0.812,0.84015,0.67774,0.399366667,0.9354,0.2952,0.590966667,0.6993,0.6179
27,0.6825,0.6855,0.221025,0.226171429,0.917,0.416933333,0.8591,0.8263,0.8777,0.69664,0.426433333,0.9433,0.3262,0.615133333,0.7445,0.6476
28,0.7189,0.6421,0.258425,0.273185714,0.9168,0.499033333,0.8564,0.8478,0.8882,0.72822,0.466,0.9475,0.371,0.659066667,0.7805,0.7
29,0.7956,0.6723,0.30475,0.308842857,0.91,0.5131,0.8543,0.8952,0.889425,0.7121,0.5156,0.9447,0.4439,0.7239,0.8314,0.7511
30,0.8024,0.6339,0.3432,0.3511,0.8837,0.542866667,0.8533,0.9038,0.880675,0.69808,0.556066667,0.95,0.4927,0.7518,0.8392,0.7645
31,0.8188,0.6942,0.369375,0.406414286,0.8422,0.547033333,0.8244,0.9136,0.856725,0.67414,0.5596,0.9535,0.5048,0.761233333,0.8267,0.7561
32,0.833,0.7097,0.369825,0.426814286,0.7906,0.536733333,0.798,0.9262,0.819525,0.65514,0.539033333,0.9565,0.4991,0.7673,0.8092,0.795
33,0.8469,0.7488,0.36965,0.4516,0.7937,0.498633333,0.8365,0.9201,0.797025,0.55412,0.524066667,0.9567,0.5066,0.772766667,0.8145,0.7733
34,0.8382,0.7723,0.386675,0.499528571,0.832,0.435766667,0.8731,0.9237,0.799625,0.45978,0.523333333,0.9578,0.5018,0.7548,0.7657,0.6829
35,0.8284,0.7499,0.405375,0.5434,0.851,0.366233333,0.877,0.9375,0.8185,0.43956,0.4608,0.9572,0.4506,0.726433333,0.7648,0.6329
36,0.8143,0.7664,0.391275,0.566457143,0.8485,0.304566667,0.8756,0.9375,0.819325,0.44444,0.372833333,0.9547,0.3367,0.713133333,0.7553,0.585
37,0.8038,0.7549,0.369675,0.563785714,0.8601,0.288133333,0.8633,0.9351,0.8188,0.47508,0.303433333,0.9528,0.2435,0.652133333,0.7466,0.5681
38,0.8018,0.7508,0.3368,0.531942857,0.8828,0.271133333,0.8572,0.9288,0.811625,0.49726,0.257166667,0.9542,0.1755,0.630166667,0.7363,0.5512
39,0.8169,0.7429,0.317225,0.519771429,0.8748,0.305733333,0.839,0.9249,0.8058,0.53362,0.266733333,0.9516,0.1934,0.676033333,0.7344,0.548
40,0.8229,0.7436,0.329375,0.528028571,0.8672,0.315933333,0.821,0.9252,0.8114,0.52704,0.255866667,0.9508,0.1971,0.697466667,0.7446,0.577
41,0.8368,0.7623,0.2932,0.495857143,0.8618,0.3165,0.8209,0.9312,0.819825,0.52532,0.243333333,0.9466,0.2106,0.702666667,0.7717,0.5876
42,0.8479,0.7793,0.294125,0.488414286,0.8485,0.300466667,0.8083,0.932,0.810325,0.50596,0.214866667,0.9381,0.1813,0.717733333,0.7881,0.5814
43,0.8508,0.7864,0.251575,0.494557143,0.8371,0.2744,0.7887,0.9232,0.802925,0.47796,0.191366667,0.9335,0.1634,0.731366667,0.793,0.5905
44,0.8508,0.7976,0.1993,0.464257143,0.8405,0.261233333,0.7922,0.9134,0.798925,0.45058,0.173933333,0.9375,0.131,0.7479,0.7955,0.5929
45,0.8491,0.7948,0.199925,0.433171429,0.8481,0.301733333,0.8182,0.9127,0.80665,0.45164,0.167133333,0.9426,0.1237,0.7683,0.8034,0.6259
46,0.8551,0.795,0.19815,0.438328571,0.8445,0.308133333,0.8306,0.9228,0.80795,0.45122,0.154066667,0.9433,0.113,0.762266667,0.8116,0.6428
47,0.8656,0.8124,0.18195,0.461885714,0.8373,0.298333333,0.8261,0.9265,0.799775,0.38898,0.119266667,0.9452,0.095,0.7769,0.8276,0.6601
48,0.8738,0.8232,0.14225,0.431357143,0.8373,0.256266667,0.8404,0.9301,0.778575,0.30656,0.101666667,0.9534,0.0799,0.788266667,0.8185,0.6472
49,0.8776,0.8205,0.103125,0.370585714,0.7935,0.200966667,0.8217,0.9384,0.727775,0.23256,0.0928,0.9507,0.0652,0.788066667,0.7916,0.5894
50,0.8706,0.8218,0.086875,0.3145,0.7239,0.132,0.7631,0.9331,0.644825,0.19766,0.080733333,0.9302,0.0527,0.7498,0.7246,0.486
51,0.8301,0.7753,0.074075,0.260385714,0.6543,0.1124,0.7018,0.9154,0.56,0.20346,0.078266667,0.9088,0.052,0.629666667,0.6154,0.3677
52,0.7386,0.6726,0.06905,0.205714286,0.5917,0.112433333,0.6507,0.8905,0.495,0.21768,0.090133333,0.9044,0.0622,0.463466667,0.4347,0.2963
53,0.618,0.4587,0.07445,0.184,0.6009,0.115866667,0.6377,0.8633,0.518575,0.23698,0.1035,0.9111,0.0807,0.427,0.4281,0.3161
54,0.5927,0.3979,0.089175,0.173542857,0.6149,0.125266667,0.6636,0.8588,0.545275,0.26582,0.105866667,0.9183,0.0866,0.458233333,0.4771,0.3283
55,0.6149,0.428,0.101875,0.160385714,0.6278,0.1405,0.6914,0.8628,0.56655,0.30168,0.105133333,0.9235,0.0904,0.4863,0.4997,0.3395
56,0.6373,0.4417,0.09015,0.142957143,0.6249,0.175233333,0.706,0.8741,0.5743,0.31346,0.1123,0.924,0.0791,0.487733333,0.5066,0.3663
57,0.6504,0.4512,0.07595,0.130285714,0.6136,0.159166667,0.6932,0.8896,0.56115,0.26114,0.095,0.9187,0.0609,0.4881,0.4953,0.3692
58,0.6778,0.4498,0.075025,0.128414286,0.6168,0.1367,0.7028,0.8989,0.557075,0.2308,0.069633333,0.9128,0.0561,0.493233333,0.4824,0.365
59,0.7013,0.4495,0.09385,0.131771429,0.6148,0.1053,0.7193,0.891,0.58265,0.20674,0.047433333,0.8908,0.0524,0.489033333,0.4796,0.3351
60,0.7006,0.4498,0.133875,0.125257143,0.6446,0.088166667,0.7029,0.8764,0.557925,0.186,0.039166667,0.8319,0.0511,0.529033333,0.442,0.297
61,0.6828,0.4397,0.191025,0.119971429,0.6256,0.0809,0.6635,0.8512,0.509025,0.13848,0.045066667,0.753,0.1021,0.4836,0.388,0.2605
62,0.653,0.4244,0.2438,0.125842857,0.5919,0.065233333,0.6068,0.8068,0.474,0.09536,0.041566667,0.6961,0.1083,0.415466667,0.3527,0.2252
63,0.6222,0.4003,0.31955,0.1353,0.5572,0.053533333,0.5242,0.7499,0.4562,0.07106,0.0497,0.6478,0.1248,0.382866667,0.3762,0.2528
64,0.5894,0.3596,0.396325,0.152214286,0.4975,0.043166667,0.4899,0.6833,0.42165,0.05746,0.108566667,0.6423,0.4192,0.3792,0.3881,0.2131
65,0.5658,0.4021,0.503175,0.1846,0.4633,0.0215,0.4323,0.6215,0.413975,0.04714,0.2203,0.6469,0.708,0.3376,0.388,0.1986
66,0.5177,0.4501,0.633225,0.202414286,0.4859,0.013033333,0.3711,0.5577,0.424625,0.05664,0.2526,0.6656,0.7732,0.339566667,0.4078,0.1734
67,0.4787,0.4086,0.639325,0.241171429,0.4996,0.0235,0.3694,0.5507,0.4448,0.0879,0.252833333,0.6664,0.6284,0.338633333,0.3838,0.1575
68,0.4717,0.4011,0.6111,0.280957143,0.5389,0.072566667,0.3931,0.5491,0.4744,0.15154,0.208633333,0.6841,0.3526,0.3344,0.3801,0.1992
69,0.4545,0.4008,0.5549,0.300542857,0.5413,0.1432,0.4007,0.5683,0.492425,0.21584,0.149466667,0.6935,0.1425,0.3534,0.4134,0.2375
70,0.4866,0.4049,0.415025,0.327714286,0.5593,0.195966667,0.4558,0.6028,0.490875,0.24392,0.152,0.7041,0.0974,0.430866667,0.513,0.3918
71,0.4903,0.3329,0.2725,0.341628571,0.5735,0.2411,0.4833,0.6543,0.50095,0.28118,0.176233333,0.6967,0.0955,0.521433333,0.533,0.4307
72,0.5252,0.334,0.176225,0.329242857,0.5767,0.292233333,0.4756,0.6848,0.549875,0.31208,0.1898,0.6754,0.0887,0.517533333,0.5363,0.4385
73,0.5662,0.4472,0.1203,0.334457143,0.5757,0.2842,0.405,0.7103,0.56085,0.32714,0.189466667,0.6319,0.0929,0.490566667,0.5667,0.515
74,0.6314,0.5492,0.102375,0.385728571,0.552,0.279933333,0.34,0.6964,0.54495,0.31404,0.1593,0.5723,0.0754,0.572,0.614,0.5597
75,0.6378,0.5401,0.089975,0.376257143,0.5344,0.253566667,0.2981,0.6783,0.528325,0.30114,0.136266667,0.5315,0.0583,0.599266667,0.5889,0.5559
76,0.6269,0.5525,0.07975,0.369685714,0.5132,0.2305,0.2605,0.6568,0.5072,0.2826,0.140266667,0.5521,0.0574,0.6105,0.57,0.5311
77,0.5892,0.5106,0.07655,0.3515,0.4802,0.2206,0.2415,0.6332,0.489875,0.3061,0.139166667,0.574,0.0589,0.592066667,0.5401,0.4876
78,0.5561,0.4587,0.07675,0.351428571,0.4968,0.1979,0.2535,0.6325,0.4798,0.2975,0.142033333,0.6008,0.0734,0.563266667,0.5111,0.4819
79,0.5294,0.3994,0.0829,0.346828571,0.5083,0.2149,0.3448,0.6459,0.47635,0.29034,0.151966667,0.6541,0.0933,0.5439,0.4931,0.491
80,0.5075,0.3496,0.086725,0.345957143,0.5093,0.221566667,0.3913,0.657,0.458825,0.28142,0.157566667,0.6598,0.1022,0.534433333,0.4713,0.4605
81,0.5119,0.3778,0.091775,0.3404,0.4963,0.202933333,0.4075,0.6491,0.41895,0.22884,0.151366667,0.6323,0.0894,0.528233333,0.4627,0.435
82,0.5673,0.4605,0.117825,0.362185714,0.4732,0.193433333,0.3888,0.6678,0.4122,0.20266,0.132866667,0.6121,0.0873,0.528066667,0.4856,0.3863
83,0.6024,0.4661,0.1363,0.376457143,0.3957,0.2244,0.3849,0.6816,0.4075,0.19258,0.1353,0.584,0.0897,0.527166667,0.5352,0.3914
84,0.6079,0.4618,0.1443,0.402657143,0.4439,0.2355,0.4064,0.6695,0.438775,0.19294,0.129733333,0.5797,0.0902,0.5556,0.5565,0.4201
85,0.5983,0.4808,0.13985,0.424671429,0.461,0.2288,0.4056,0.6469,0.437475,0.20528,0.116066667,0.574,0.0736,0.579733333,0.5633,0.4272
86,0.5838,0.4652,0.133375,0.432185714,0.4452,0.223133333,0.3826,0.63,0.4228,0.22236,0.118533333,0.5667,0.0795,0.603666667,0.559,0.4306
87,0.5631,0.4522,0.152125,0.449271429,0.3636,0.225766667,0.3265,0.591,0.385175,0.24166,0.152766667,0.5353,0.1105,0.615,0.5588,0.425
88,0.5142,0.4092,0.172675,0.454257143,0.3536,0.196233333,0.2781,0.517,0.355475,0.2336,0.1759,0.5037,0.1156,0.578133333,0.5421,0.4143
89,0.4632,0.3218,0.181025,0.459285714,0.3453,0.168366667,0.2762,0.4731,0.3301,0.21178,0.165366667,0.4902,0.0941,0.561366667,0.4934,0.3983
90,0.4181,0.2734,0.170475,0.467685714,0.326,0.136433333,0.2514,0.4309,0.30365,0.18022,0.145766667,0.4789,0.0725,0.563533333,0.449,0.3631
91,0.3608,0.2269,0.153375,0.456885714,0.3038,0.121466667,0.216,0.3783,0.272325,0.14972,0.1344,0.4672,0.0569,0.551966667,0.4258,0.3461
92,0.2686,0.1741,0.13205,0.417914286,0.2974,0.105966667,0.2118,0.3576,0.2557,0.12578,0.130333333,0.4631,0.051,0.477366667,0.3862,0.2904
93,0.2317,0.1618,0.11565,0.404985714,0.2819,0.1049,0.1961,0.3478,0.23725,0.10744,0.120266667,0.4754,0.0444,0.4048,0.3673,0.2812
94,0.2037,0.1334,0.09895,0.378557143,0.2844,0.099733333,0.2248,0.3439,0.229175,0.09522,0.102966667,0.5437,0.0312,0.369366667,0.3053,0.2739
95,0.2089,0.1386,0.080375,0.336885714,0.2792,0.095666667,0.2665,0.33,0.233925,0.09706,0.087666667,0.6069,0.019,0.350966667,0.271,0.2409
96,0.2207,0.1664,0.058625,0.299728571,0.2797,0.0976,0.2751,0.3137,0.23015,0.10028,0.079566667,0.6376,0.014,0.3409,0.2593,0.2129
97,0.2715,0.1958,0.04315,0.252528571,0.2817,0.1056,0.3227,0.334,0.243675,0.11068,0.0752,0.65,0.0116,0.354133333,0.2607,0.1955
98,0.3186,0.2516,0.033775,0.231057143,0.2623,0.112666667,0.3433,0.3299,0.256375,0.12534,0.0733,0.6488,0.0106,0.334666667,0.2678,0.1848
99,0.3196,0.2651,0.028775,0.223742857,0.2504,0.120833333,0.3425,0.3411,0.28135,0.1415,0.073733333,0.6329,0.0109,0.3177,0.3304,0.2087
100,0.3287,0.293,0.028025,0.221785714,0.2687,0.1233,0.3232,0.362,0.29675,0.14934,0.076833333,0.5794,0.0126,0.322433333,0.3653,0.2586
101,0.3693,0.3271,0.0338,0.224757143,0.2623,0.116166667,0.2871,0.3888,0.2995,0.15372,0.085933333,0.534,0.0193,0.377766667,0.4066,0.2977
102,0.4255,0.3983,0.0464,0.235314286,0.2366,0.1104,0.2655,0.4204,0.292775,0.15714,0.094866667,0.4578,0.0265,0.460633333,0.4741,0.3591
103,0.4623,0.4776,0.056375,0.240628571,0.2215,0.1011,0.2333,0.4068,0.29245,0.1567,0.0946,0.4059,0.0291,0.477033333,0.4814,0.3495
104,0.5101,0.499,0.04825,0.216828571,0.2002,0.088,0.217,0.4103,0.296475,0.13538,0.0865,0.3728,0.0279,0.5481,0.5034,0.3092
105,0.5458,0.5427,0.0347,0.199428571,0.2008,0.0649,0.221,0.36,0.2906,0.13308,0.065033333,0.3359,0.0256,0.6079,0.5182,0.2903
106,0.5107,0.4732,0.030125,0.220314286,0.2168,0.055,0.183,0.3066,0.27105,0.11844,0.046766667,0.3134,0.0236,0.6265,0.5246,0.3125
107,0.4572,0.3828,0.03445,0.215257143,0.2107,0.061433333,0.1567,0.2283,0.240325,0.0944,0.044633333,0.3041,0.022,0.6154,0.5072,0.317
108,0.421,0.3244,0.03465,0.1959,0.1864,0.053466667,0.1336,0.155,0.21185,0.07566,0.042266667,0.2651,0.0194,0.591333333,0.4343,0.2571
109,0.3603,0.2591,0.025275,0.159971429,0.1198,0.034,0.0988,0.1431,0.156125,0.0593,0.0337,0.2149,0.0159,0.499033333,0.3484,0.1789
110,0.2872,0.2059,0.02645,0.174071429,0.1385,0.037366667,0.1034,0.1014,0.147425,0.06148,0.037733333,0.193,0.017,0.431933333,0.2841,0.142
111,0.2342,0.1828,0.033175,0.207742857,0.1528,0.0501,0.12,0.0642,0.1366,0.0806,0.052733333,0.1701,0.0207,0.362333333,0.2423,0.1192
112,0.1724,0.1119,0.033775,0.211671429,0.1327,0.052533333,0.1066,0.0404,0.1218,0.08496,0.0579,0.1573,0.0192,0.2901,0.1932,0.0945
113,0.1131,0.0564,0.030675,0.183785714,0.1242,0.0446,0.0958,0.0277,0.114925,0.07938,0.052333333,0.1504,0.0155,0.223833333,0.1631,0.0771
114,0.0799,0.0441,0.0279,0.149214286,0.128,0.033,0.0914,0.0163,0.11455,0.07196,0.0412,0.1485,0.0122,0.168466667,0.144,0.0731
115,0.0572,0.0299,0.027025,0.117871429,0.1184,0.022333333,0.0791,0.0097,0.10495,0.06812,0.029433333,0.1469,0.0092,0.160233333,0.134,0.0745
116,0.0362,0.0136,0.02655,0.093128571,0.1026,0.014366667,0.0662,0.0067,0.092825,0.06568,0.020066667,0.1498,0.0068,0.142433333,0.109,0.0705
117,0.0231,0.007,0.026675,0.074057143,0.098,0.008766667,0.0597,0.0049,0.087075,0.06292,0.0145,0.1548,0.0056,0.100266667,0.0858,0.0609
118,0.0129,0.0025,0.027625,0.056628571,0.0914,0.0061,0.051,0.0047,0.081525,0.0625,0.012,0.1569,0.0057,0.0727,0.0663,0.0511
119,0.0064,0.0001,0.0299,0.041671429,0.0869,0.004933333,0.0467,0.0069,0.07515,0.06314,0.011166667,0.1655,0.0059,0.053333333,0.0502,0.0384
120,0.0029,0,0.0327,0.0299,0.0874,0.0034,0.0466,0.0109,0.068325,0.06246,0.010933333,0.1712,0.0055,0.037766667,0.0335,0.0231
121,0.0013,0,0.03535,0.0219,0.0861,0.002,0.0435,0.0162,0.062375,0.06548,0.0118,0.1728,0.0057,0.0245,0.0178,0.0099
122,0.0012,0,0.036875,0.015985714,0.0861,0.001666667,0.0431,0.0254,0.0623,0.07632,0.016133333,0.1831,0.0081,0.015033333,0.0081,0.0045
123,0.0033,0,0.03585,0.011185714,0.085,0.003966667,0.0433,0.0412,0.0639,0.08474,0.021433333,0.1885,0.0103,0.0083,0.003,0.0044
124,0.0079,0.0007,0.0346,0.009642857,0.0853,0.0089,0.0494,0.0657,0.06725,0.09128,0.026266667,0.1913,0.0103,0.002533333,0.0018,0.006
125,0.0149,0.0076,0.034675,0.014471429,0.0954,0.016433333,0.065,0.0978,0.077675,0.10222,0.0313,0.2047,0.012,0.000333333,0.0036,0.0088
126,0.0275,0.0228,0.036675,0.026157143,0.1144,0.028633333,0.087,0.1346,0.0941,0.12136,0.038433333,0.2276,0.0167,0.001766667,0.0102,0.0166
127,0.0447,0.043,0.041075,0.0416,0.1381,0.044266667,0.1107,0.1638,0.113975,0.14198,0.0471,0.2533,0.0249,0.008933333,0.0233,0.0312
128,0.0506,0.0501,0.04235,0.0473,0.1472,0.046066667,0.1113,0.17,0.123325,0.13112,0.0505,0.2728,0.0287,0.021766667,0.0323,0.0333
129,0.0573,0.0579,0.028275,0.033971429,0.1278,0.030433333,0.0775,0.1686,0.10225,0.09024,0.040766667,0.2832,0.0173,0.025833333,0.0219,0.0216
130,0.0747,0.0692,0.011625,0.018771429,0.1027,0.032,0.0513,0.1802,0.089775,0.07346,0.029833333,0.2918,0.0086,0.0351,0.0362,0.033
131,0.1011,0.0835,0.00385,0.015657143,0.0856,0.042133333,0.0591,0.2074,0.098125,0.07384,0.026866667,0.2922,0.0065,0.0486,0.0614,0.0432
132,0.1268,0.1068,0.001775,0.018214286,0.0927,0.045,0.0862,0.2319,0.107425,0.0772,0.029933333,0.3056,0.0101,0.0589,0.0762,0.0454
133,0.129,0.1038,0.0028,0.026542857,0.1181,0.048866667,0.0956,0.2355,0.11585,0.08776,0.038766667,0.3298,0.0221,0.065933333,0.0774,0.0481
134,0.1932,0.1352,0.010975,0.061657143,0.1678,0.0621,0.1316,0.2813,0.15635,0.12692,0.0604,0.3513,0.0467,0.117233333,0.1277,0.0747
135,0.2849,0.2085,0.03175,0.132028571,0.2265,0.105333333,0.1808,0.3452,0.218425,0.19406,0.103133333,0.3919,0.1028,0.205766667,0.2059,0.1347
136,0.2881,0.2173,0.060225,0.193371429,0.2357,0.131233333,0.2035,0.3657,0.2377,0.22784,0.139133333,0.4148,0.1553,0.263733333,0.2395,0.1857
137,0.2865,0.214,0.0879,0.204242857,0.2243,0.124266667,0.2025,0.4222,0.2329,0.22514,0.142566667,0.431,0.1525,0.2804,0.2283,0.1989
138,0.3005,0.2236,0.1078,0.179185714,0.2176,0.106866667,0.1837,0.4815,0.2298,0.2191,0.1325,0.4285,0.119,0.277566667,0.2101,0.1972
139,0.2938,0.2173,0.121325,0.154257143,0.2144,0.089833333,0.1789,0.5129,0.23025,0.22034,0.1202,0.4026,0.0954,0.269166667,0.1926,0.1978
140,0.2845,0.2009,0.13,0.145042857,0.2155,0.0835,0.1613,0.5201,0.23375,0.22954,0.120666667,0.354,0.0977,0.264033333,0.1823,0.2007
141,0.2759,0.1925,0.142325,0.143785714,0.2517,0.076633333,0.1447,0.5084,0.2466,0.23754,0.126466667,0.296,0.1037,0.2587,0.1855,0.2064
142,0.2655,0.1867,0.15455,0.1501,0.2527,0.075166667,0.1406,0.4769,0.25335,0.24794,0.145466667,0.2662,0.1095,0.260133333,0.1878,0.2088
143,0.2491,0.171,0.155775,0.158214286,0.2379,0.073866667,0.125,0.4231,0.24655,0.24238,0.169633333,0.3015,0.1291,0.265733333,0.1836,0.2021
144,0.221,0.1418,0.154975,0.1622,0.2141,0.095266667,0.1276,0.369,0.242875,0.2194,0.1921,0.3332,0.1466,0.260933333,0.1841,0.1954
145,0.204,0.1304,0.150475,0.173757143,0.2384,0.1211,0.1268,0.3196,0.2426,0.19692,0.186566667,0.3611,0.1509,0.2634,0.1848,0.2117
146,0.1896,0.1214,0.138,0.183628571,0.2556,0.135866667,0.1368,0.2639,0.248425,0.20134,0.1755,0.4153,0.1279,0.273433333,0.1836,0.2162
147,0.1788,0.1095,0.129625,0.192142857,0.3015,0.1486,0.1957,0.2193,0.2523,0.18668,0.162133333,0.443,0.1043,0.278933333,0.2016,0.236
148,0.1729,0.1038,0.130875,0.202142857,0.3234,0.148166667,0.221,0.2022,0.258675,0.1555,0.143966667,0.4493,0.0916,0.267266667,0.2292,0.2645
149,0.1731,0.0992,0.127625,0.215142857,0.316,0.1369,0.2452,0.1978,0.24615,0.14462,0.113366667,0.4349,0.067,0.2583,0.2378,0.2746
150,0.1729,0.0935,0.1203,0.212242857,0.3009,0.1154,0.2141,0.2109,0.235275,0.14016,0.080133333,0.4149,0.0367,0.246866667,0.2362,0.2513
151,0.164,0.0965,0.111475,0.210514286,0.2888,0.090566667,0.2061,0.2187,0.239575,0.14462,0.061333333,0.4324,0.0262,0.2347,0.2433,0.2172
152,0.1569,0.111,0.09135,0.197185714,0.263,0.0707,0.2151,0.227,0.230675,0.13108,0.049833333,0.4514,0.0209,0.230066667,0.2347,0.1949
153,0.149,0.1183,0.06555,0.167228571,0.2196,0.0573,0.191,0.2232,0.21015,0.114,0.0434,0.4553,0.0153,0.202533333,0.183,0.148
154,0.1483,0.1333,0.05285,0.142314286,0.1885,0.056466667,0.1575,0.2326,0.198975,0.12098,0.0465,0.4557,0.021,0.173066667,0.1425,0.1205
155,0.1617,0.1253,0.048675,0.122571429,0.213,0.056533333,0.172,0.2301,0.210725,0.15428,0.0597,0.4657,0.0257,0.1721,0.1627,0.1205
156,0.1723,0.1269,0.04085,0.105985714,0.2158,0.0461,0.1985,0.2401,0.214175,0.1395,0.061933333,0.4783,0.0257,0.1709,0.173,0.1035
157,0.1825,0.1255,0.0249,0.0815,0.1909,0.029966667,0.1803,0.2666,0.21385,0.10982,0.045866667,0.4783,0.0232,0.173666667,0.1791,0.1041
158,0.2247,0.1517,0.01535,0.0639,0.2608,0.025233333,0.2106,0.2957,0.25325,0.1271,0.039433333,0.4855,0.0217,0.197333333,0.1968,0.1098
159,0.2554,0.1749,0.00935,0.054228571,0.3071,0.044666667,0.2466,0.3341,0.3033,0.19704,0.0646,0.4975,0.0368,0.211533333,0.2316,0.1182
160,0.2579,0.1954,0.0075,0.043485714,0.3064,0.075933333,0.229,0.3344,0.3173,0.23774,0.102366667,0.5165,0.0667,0.208266667,0.2478,0.132
161,0.2511,0.2084,0.01845,0.044614286,0.3155,0.1086,0.2626,0.3187,0.324175,0.23938,0.125233333,0.566,0.0963,0.200133333,0.2654,0.1638
162,0.2457,0.1887,0.042725,0.051685714,0.3156,0.135866667,0.2578,0.3166,0.333475,0.24572,0.140733333,0.5884,0.1205,0.2371,0.2643,0.1888
163,0.2248,0.1415,0.065675,0.058557143,0.3411,0.162233333,0.2292,0.3314,0.344525,0.25482,0.1547,0.6141,0.122,0.254333333,0.2418,0.2103
164,0.203,0.1093,0.08505,0.067228571,0.3908,0.184633333,0.2546,0.3477,0.366525,0.26828,0.1501,0.6592,0.108,0.2448,0.2275,0.2262
165,0.1825,0.1042,0.105325,0.083628571,0.4363,0.186733333,0.2836,0.3395,0.385425,0.2839,0.1473,0.7011,0.1079,0.225033333,0.2205,0.2318
