ID,Name,Node,Latitude,Longitude,Fuel,Capacity,Efficiency
BNA1128,GHD,DE_BY,48.64,12.46,Natural gas,6.7,0.375
BNA1131,MT Düren,DE_NRW,50.77,6.49,Natural gas,14,0.397
BNA1138,BHKW an Klinkerweg,DE_NRW,51.22,6.95,Natural gas,10.2,0.385
BNA1139,TREA Breisgau,DE_BW,47.89,7.62,Waste,13.6,0.33
BNA1141,P&L Werk Euskirchen,DE_RP,50.66,6.81,Lignite,14.5,0.431
BNA1144,EEW Göppingen,DE_BW,48.68,9.67,Waste,11,0.33
BNA1148,MVA Hamm,DE_NRW,51.68,7.74,Waste,14.6,0.33
BNA1151,KWKK Heidelberg,DE_BW,49.42,8.67,Natural gas,13.5,0.387
BNA1154,RZR Herten I,DE_NRW,51.56,7.16,Waste,12.5,0.33
BNA1155,RZR Herten II,DE_NRW,51.56,7.16,Waste,17.1,0.33
BNA1161,MVA Ingolstadt,DE_BY,48.76,11.49,Waste,25.5,0.33
BNA1164,P&L Werk Jülich,DE_NRW,50.92,6.37,Lignite,24.6,0.41
BNA1165,P&L Werk Appeldorn,DE_NRW,51.73,6.36,Natural gas,11.4,0.389
BNA1166,Abfallentsorgungszentrum Asdonkshof,DE_NRW,51.52,6.57,Oil,4.8,0.382
BNA1167,Abfallentsorgungszentrum Asdonkshof,DE_NRW,51.52,6.57,Waste,16,0.33
BNA1168,Müllheizkraftwerk,DE_HE,51.3,9.52,Waste,14.7,0.33
BNA1182,HKW Merkenich,DE_NRW,51.02,6.96,Natural gas,15.5,0.347
BNA1183,HKW Merheim,DE_NRW,50.94,7.09,Natural gas,15.8,0.545
BNA1184,RMVA Köln,DE_NRW,51,6.94,Waste,45.1,0.33
BNA1185,P&L Werk Könnern,DE_ST,51.7,11.76,Lignite,20.3,0.383
BNA1186a,MKVA Krefeld,DE_NRW,51.38,6.64,Waste,13.5,0.33
BNA1186b,MKVA Krefeld,DE_NRW,51.38,6.64,Waste,13.8,0.33
BNA1186c,MKVA Krefeld,DE_NRW,51.38,6.64,Waste,1.5,0.33
BNA1186d,MKVA Krefeld,DE_NRW,51.38,6.64,Waste,2.8,0.33
BNA1186e,MKVA Krefeld,DE_NRW,51.38,6.64,Waste,1.5,0.33
BNA1187,P&L Werk Lage,DE_NRW,51.99,8.81,Natural gas,10.2,0.363
BNA1190,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,DE_SN,51.45,14.11,Waste,15.7,0.33
BNA1193,HKW-West,DE_NRW,52.03,8.87,Natural gas,12.8,0.387
BNA1196a,BHKW Ludwigshafen,DE_RP,49.45,8.43,Natural gas,12.5,0.394
BNA1196b,Industriekraftwerk Ludwigshafen,DE_RP,49.45,8.43,Natural gas,12,0.554
BNA1197,FHKW Ludwigshafen,DE_RP,49.49,8.43,Waste,28,0.33
BNA1198,SITA Abfallverwertung GmbH ,DE_SN,51.18,12.02,Waste,25.4,0.33
BNA1199,MHKW Mainz,DE_RP,50.03,8.24,Waste,15.6,0.33
BNA1200,GuD-Kraftwerk,DE_RP,49.53,8.47,Natural gas,17.2,0.563
BNA1212,DKW Nord,DE_BY,48.06,10.49,Oil,11.4,0.372
BNA1222,Müllheizkraftwerk Offenbach,DE_HE,50.07,8.77,Waste,10.4,0.33
BNA1225,PWG,DE_BY,47.79,11.06,Natural gas,5.3,0.373
BNA1226,PWG,DE_BY,47.79,11.06,Natural gas,5.3,0.371
BNA1227,DKW Leinau,DE_BY,47.91,10.61,Oil,11.4,0.366
BNA1229,MHKW Pirmasens,DE_SL,49.23,7.6,Waste,15,0.33
BNA1232,ZWSF,DE_BB,52.54,12.36,Waste,2.5,0.33
BNA1233,EVE,DE_BB,52.54,12.36,Waste,14.5,0.33
BNA1238,Kraftwerk Meggle,DE_BY,48.06,12.19,Natural gas,12.6,0.385
BNA1243,EBS-HKW Rostock,DE_MV,54.14,12.14,Waste,17,0.33
BNA1244,AVA Velsen,DE_SL,49.21,6.83,Waste,15.8,0.33
BNA1248a,UPM Schongau,DE_BY,47.81,10.9,Natural gas,82,0.351
BNA1248b,HKW3 UPM Schongau,DE_BY,47.81,10.9,Natural gas,65,0.402
BNA1254,Müllkraftwerk Schwandorf,DE_BY,49.31,12.09,Waste,54,0.33
BNA1255,Kraftwerk Schwedt GmbH & Co.KG,DE_BB,53.08,14.32,Waste,28.9,0.33
BNA1260,Heizkraftwerk Sindelfingen,DE_BW,48.7,9,Natural gas,95,0.399
BNA1261,Stapelfeld,DE_HH,53.62,10.22,Waste,16.4,0.33
BNA1262,REMONDIS Thermische Abfallverwertung GmbH,DE_ST,51.87,11.58,Waste,24,0.33
BNA1264,HKW Bohrhügel,DE_TH,50.63,10.7,Natural gas,13.5,0.38
BNA1271,Unterbreizbach,DE_HE,50.81,9.98,Natural gas,33.6,0.347
BNA1279,Gasturbine,DE_NRW,50.83,6.96,Natural gas,51.9,0.428
BNA1280,Kraftwerk,DE_NRW,50.83,6.96,Oil,66.3,0.38
BNA1284,Co-Generation,DE_RP,49.66,8.36,Natural gas,11.5,0.375
BNA1285,Sigmundshall,DE_NI,52.42,9.37,Natural gas,19,0.356
BNA1286,Restabfallbehandlungsanlage,DE_TH,50.64,10.69,Waste,11.2,0.33
BNA1289,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,DE_NRW,51.4,7.7,Waste,12.6,0.33
BNA1291,IHKW Andernach,DE_RP,50.43,7.43,Waste,12.5,0.33
BNA1292a,IHKW Heidenheim,DE_BW,48.67,10.15,Natural gas,11.1,0.366
BNA1292b,IHKW Heidenheim,DE_BW,48.67,10.15,Natural gas,15.4,0.385
BNA1293b,Kraftwerk,DE_NRW,50.95,6.67,Lignite,10,0.388
BNA1294,EEV,DE_HH,53.49,9.97,Oil,38,0.377
BNA1295,AVA GmbH,DE_BY,48.4,10.94,Waste,10,0.33
BNA1315,HKW,DE_BW,48.01,7.84,Natural gas,27,0.386
BNA1316,Müllheizkraftwerk,DE_NRW,51.23,7.14,Waste,30,0.33
BNA1327a,Energiezentrale 1992,DE_BY,48.36,11.79,Natural gas,11.1,0.376
BNA1327b,Erweiterung Energiezentrale 2003,DE_BY,48.36,11.79,Natural gas,7.4,0.388
BNA1328,HBB,DE_BY,47.8,12.12,Natural gas,24,0.386
BNA1329,K&N PFK AG EV,DE_SN,51.05,13.02,Natural gas,12.8,0.509
BNA1330,Steinbeis Energie,DE_SH,53.78,9.43,Waste,17,0.33
BNA1331,Reno De Medici,DE_NRW,51.39,8.07,Hard coal,19,0.315
BNA1332,INEOS Kraftwerk,DE_NRW,51.47,6.64,Natural gas,24,0.38
BNA1333a,HKW Pfaffenwald,DE_BW,48.75,9.11,Natural gas,12.2,0.372
BNA1333b,HKW Pfaffenwald,DE_BW,48.75,9.11,Natural gas,11.3,0.351
BNA1333c,HKW Pfaffenwald,DE_BW,48.75,9.11,Natural gas,11.6,0.35
BNA1334,KWK-Anlage,DE_NI,53.12,8.73,Natural gas,14.8,0.549
BNA1335a,PKV Kraftwerk,DE_NI,53.4,8.13,Natural gas,58.1,0.373
BNA1335b,PKV Kraftwerk,DE_NI,53.4,8.13,Natural gas,0.5,0.35
BNA1336,Holthausen,DE_NRW,51.18,6.84,Natural gas,84,0.328
BNA1337d,Notstromdiesel,DE_BY,49.99,9.16,Oil,0.5,0.375
BNA1337e,GuD-Anlage,DE_BY,49.99,9.16,Natural gas,47,0.599
BNA1338,Spitzenkraftwerk,DE_BY,48.86,13.01,Oil,19,0.361
BNA1396,EVC / GLOBALFOUNDRIES,DE_SN,51.13,13.72,Natural gas,34.3,0.383
BNA1400a,EZ1,DE_SN,51.05,12.11,Lignite,18.5,0.383
BNA1400b,EZ1,DE_SN,51.05,12.11,Oil,18.5,0.377
BNA1401a,BoA 2,DE_NRW,51.04,6.61,Lignite,1050,0.429
BNA1401b,BoA 3,DE_NRW,51.04,6.61,Lignite,1050,0.429
BNA1402,Heizkraftwerk zur Papierfabrik,DE_NI,52.62,7.86,Natural gas,18.1,0.38
BNA1403,Steinitz,DE_NI,52.83,11.1,Natural gas,11.4,0.38
BNA1404,Boxberg,DE_SN,51.42,14.57,Lignite,640,0.429
BNA1405a,Heizkraftwerk Magirusstraße,DE_BW,48.4,9.96,Hard coal,20.7,0.37
BNA1406,FS-Karton,DE_NRW,51.22,6.7,Natural gas,18.9,0.376
BNA1407,STW,DE_SN,50.87,13.39,Natural gas,13.5,0.393
BNA1408,Heizkraftwerk Evonik Rheinfelden,DE_BW,47.57,7.81,Natural gas,16,0.363
BNA1437,KWK AOS GmbH,DE_NI,53.66,9.5,Natural gas,30.7,0.411
BNA1444a,GT1 ,DE_BY,49.41,11.13,Natural gas,4.2,0.362
BNA1444b,GT2 ,DE_BY,49.41,11.13,Natural gas,4.2,0.362
BNA1444c,GT3 ,DE_BY,49.41,11.13,Natural gas,5.1,0.364
BNA1444d,GT4 ,DE_BY,49.41,11.13,Natural gas,5.1,0.367
BNA1447a,Worms,DE_RP,49.65,8.36,Waste,11.9,0.33
BNA1447b,Worms,DE_RP,49.65,8.36,Waste,6.9,0.33
BNA1448,AHKW Neunkirchen,DE_SL,49.34,7.17,Waste,11.6,0.33
BNA1449a,Turbosatz 1,DE_BY,49.79,9.99,Waste,8.7,0.33
BNA1449b,Turbosatz 2,DE_BY,49.79,9.99,Waste,12,0.33
BNA1450,GUD-Anlage DREWSEN,DE_NI,52.62,10.25,Natural gas,13,0.54
BNA1451,HKW Sachtleben,DE_NRW,51.44,6.71,Lignite,27.5,0.309
BNA1461,Zeitz,DE_SN,51.05,12.11,Lignite,17.5,0.412
BNA1463,Herzberg,DE_TH,51.66,10.35,Natural gas,19.5,0.361
BNA1464,Gas- u. Dampfturbinenanlage Südraum,DE_SL,49.21,6.98,Natural gas,38.6,0.398
BNA1465b,Gaskraftwerk,DE_NI,51.32,9.85,Natural gas,13.2,0.358
BNA1467,Oberkirch,DE_BW,48.53,8.09,Hard coal,18.5,0.39
BNA1486,Grubenheizkraftwerk,DE_ST,51.46,11.71,Lignite,49,0.35
BNA1487,GTKW Darmstadt,DE_HE,49.88,8.65,Natural gas,94.6,0.599
BNA1489,Heizkraftwerk Stendal,DE_ST,52.61,11.83,Natural gas,22,0.378
BNA1490,EBKW Knapsack,DE_NRW,50.86,6.85,Waste,33.4,0.33
BNA1492a,Kraftwerk 3,DE_HE,50.57,9.68,Natural gas,26.2,0.374
BNA1492b,Kraftwerk 2,DE_HE,50.57,9.68,Natural gas,8,0.398
BNA1498,Werk Nordstemmen,DE_NI,52.17,9.79,Natural gas,30.6,0.333
BNA1499,Werk Clauen,DE_NI,52.23,10.03,Natural gas,15.8,0.385
BNA1500,Werk Uelzen,DE_NI,52.98,10.56,Hard coal,40,0.4
BNA1502,Heizkraftwerk Krefeld,DE_NRW,51.34,6.59,Natural gas,12.6,0.399
BNA1503,BHKW H.120,DE_NRW,51.25,6.79,Natural gas,16.9,0.398
BNA1504,BHKW,DE_BW,49.05,8.28,Natural gas,13,0.399
BNA1505,HKW Wiesengrund,DE_TH,50.98,10.29,Natural gas,22.1,0.377
BNA1506,Werk Klein Wanzleben,DE_ST,52.07,11.39,Natural gas,23.4,0.378
BNA1507,Bad Kreuznach,DE_RP,49.86,7.89,Natural gas,10.7,0.392
BNA1508,Trianel Kohlekraftwerk Lünen,DE_NRW,51.61,7.47,Hard coal,746,0.458
BNA1509,BP Werk Lingen,DE_NI,52.56,7.3,Natural gas,66,0.381
BNA1510,Hamburger Rieger,DE_SN,51.52,14.34,Waste,18.7,0.33
BNA1511a,Kessel 4,DE_NRW,50.78,6.49,Lignite,9.3,0.359
BNA1511b,Kessel 2,DE_NRW,50.78,6.49,Natural gas,2.9,0.349
BNA1516,HKW 1 Werk Offstein,DE_RP,49.6,8.22,Natural gas,30,0.376
BNA1520,Biomasseheizkraftwerk Wiesbaden,DE_RP,50.04,8.26,Waste,10.5,0.33
BNA1523a,Gemeinschaftskraftwerk Weig,DE_RP,50.32,7.23,Natural gas,42,0.504
BNA1523b,Gemeinschaftskraftwerk Weig,DE_RP,50.32,7.23,Natural gas,0,0.599
BNA1524,Heizkraftwerk Bomlitz,DE_NI,52.9,9.66,Natural gas,22.1,0.288
BNA1526,Kraftwerk Raffinerie Heide,DE_SH,54.15,9.08,Oil,44.5,0.343
BNA1528,Stadtwerk Kempen,DE_NRW,47.73,10.32,Natural gas,13.2,0.374
BNA1531,Industriekraftwerk Greifswald,DE_MV,54.14,13.67,Natural gas,37.7,0.4
BNA1541,HKW Freiberg,DE_SN,50.91,13.32,Natural gas,13.4,0.399
BNA1556,Leppersdorf,DE_SN,51.15,13.98,Natural gas,36,0.4
BNA1557,Zwickau,DE_SN,50.79,12.49,Natural gas,12.9,0.4
BNA1558,Moorburg B,DE_HH,53.49,9.95,Hard coal,766,0.463
BNA1658,HKW-Mitte,DE_NRW,52.03,8.91,Natural gas,11.3,0.363
BNA1671,Bremerhaven,DE_NI,53.59,8.53,Natural gas,17.1,0.4
BNA1673,Moorburg A,DE_HH,53.49,9.95,Hard coal,774,0.463
BNA1674,Kraftwerk Wilhelmshaven,DE_NI,53.58,8.13,Hard coal,731,0.463
BNA1677,BHKW Braunschweig,DE_NI,52.3,10.52,Natural gas,10.4,0.402
BNA1678,Energiezentrale 2016,DE_BY,48.35,11.77,Natural gas,17.2,0.402
BNA0046,Säckingen,DE_BW,47.57,7.95,Hydro,360,0.75
BNA0228,Waldeck1/Bringhausen,DE_HE,51.17,9.05,Hydro,143,0.75
BNA0229,Waldeck 2,DE_HE,51.17,9.05,Hydro,480,0.75
BNA0268,Pumpspeicherwerk Rönkhausen,DE_NRW,51.22,7.99,Hydro,138,0.749
BNA0279,Rudolf-Fettweis-Werk     ,DE_BW,48.67,8.35,Hydro,43,0.749
BNA0327,Geesthacht,DE_NI,53.43,10.34,Hydro,119.1,0.75
BNA0337,PSW Langenprozelten,DE_BW,50.05,9.58,Hydro,164,0.75
BNA0350,Goldisthal,DE_TH,50.51,11.02,Hydro,1052,0.75
BNA0426,Häusern,DE_BW,47.75,8.19,Hydro,100,0.75
BNA0443,Koepchenwerk,DE_NRW,51.41,7.45,Hydro,153,0.751
BNA0465,Hohenwarte 1,DE_TH,50.61,11.49,Hydro,59.8,0.749
BNA0467,Hohenwarte 2,DE_TH,50.6,11.48,Hydro,317.8,0.751
BNA0558,Erzhausen,DE_NI,51.9,9.92,Hydro,220,0.75
BNA0652,Markersbach,DE_SN,50.52,12.88,Hydro,1045.2,0.751
BNA0669,Pumpspeicherkraftwerk Glems,DE_BW,48.5,9.29,Hydro,90,0.749
BNA0721,Niederwartha,DE_SN,51.09,13.61,Hydro,39.8,0.749
BNA0882,Bleiloch,DE_TH,50.52,11.71,Hydro,79.8,0.75
BNA0946a,Kraftwerksgruppe Pfreimd,DE_BY,49.55,12.28,Hydro,28,0.75
BNA0953,Kraftwerksgruppe Pfreimd,DE_BY,49.53,12.28,Hydro,99,0.75
BNA0972,Leitzach 1,DE_BY,47.87,11.87,Hydro,49,0.75
BNA0973,Leitzach 2,DE_BY,47.87,11.87,Hydro,49.8,0.751
BNA0987,PSW Vianden,DE_RP,49.95,6.18,Hydro,596,0.75
BNA1675,PSW Vianden,DE_RP,49.95,6.19,Hydro,500,0.75
BNA1003,Kraftwerk Waldshut,DE_BW,47.62,8.19,Hydro,150,0.751
BNA1019,Wehr,DE_BW,47.65,7.92,Hydro,910,0.75
BNA1031,Wendefurth,DE_TH,51.74,10.92,Hydro,79.7,0.75
BNA1071,Witznau,DE_BW,47.69,8.25,Hydro,220,0.751
BNA0012a,Werkskraftwerk Sappi Alfeld,DE_NI,51.98,9.82,Bioenergy,16.8,0.38
BNA0021,HKW Altenstadt,DE_BY,47.8,10.86,Bioenergy,9.8,0.38
BNA0027,Zellstoff Stendal GmbH,DE_ST,52.73,12.01,Bioenergy,138.9,0.38
BNA0055,UTB,DE_BB,52.08,13.52,Bioenergy,16,0.38
BNA0062,,DE_BB,52.18,14.26,Bioenergy,18.3,0.38
BNA0066,BMKW Bergkamen,DE_NRW,51.64,7.62,Bioenergy,17.7,0.38
BNA0068,HHKW Berlin-Neukölln,DE_BE,52.43,13.52,Bioenergy,16.5,0.38
BNA0090,"ENERTRAG Netz GmbH 
(UW Bertikow)",DE_BB,53.25,13.96,Bioenergy,20,0.38
BNA0103,Bioenergyekraftwerk Bischofferode,DE_TH,51.49,10.41,Bioenergy,18.1,0.38
BNA0106,,DE_TH,51.49,10.41,Bioenergy,53.5,0.38
BNA0121,,DE_NRW,51.86,6.89,Bioenergy,11.4,0.38
BNA0156a,Egger Kraftwerk Briilon,DE_NRW,51.41,8.6,Bioenergy,18,0.38
BNA0169,,DE_BW,49.52,9.33,Bioenergy,28.4,0.38
BNA0172,Dampfkraftwerk BGH - O1,DE_BY,48.18,12.85,Natural gas,178,0.544
BNA0176,,DE_ST,51.92,11.8,Bioenergy,10.2,0.38
BNA0191,,DE_SN,51.51,12.3,Bioenergy,20,0.38
BNA0192,,DE_SN,51.52,12.32,Bioenergy,20,0.38
BNA0224,,DE_BB,52.85,13.78,Bioenergy,20,0.38
BNA0232a,Werkskraftwerk Sappi Ehingen,DE_BW,48.27,9.73,Bioenergy,13.2,0.38
BNA0232b,Werkskraftwerk Sappi Ehingen,DE_BW,48.27,9.73,Bioenergy,8,0.38
BNA0242,,DE_SN,51.47,13.5,Bioenergy,12.6,0.38
BNA0244,Emden Bioenergye,DE_NI,53.34,7.21,Bioenergy,20,0.38
BNA0250a,Bioenergye-HKW,DE_NI,52.62,6.87,Bioenergy,20,0.38
BNA0250b,,DE_NI,52.62,6.87,Bioenergy,10.6,0.38
BNA0277,BMKW Flörsheim Wicker,DE_RP,50.02,8.38,Bioenergy,12.6,0.38
BNA0283,BKF,DE_HE,50.13,8.77,Bioenergy,12.4,0.38
BNA0347,,DE_BY,48.63,10.2,Bioenergy,15.7,0.38
BNA0385,KWK Gütersloh,DE_NRW,51.92,8.4,Bioenergy,12.1,0.38
BNA0388,Bioenergye-Verstromungs-Anlage,DE_NRW,51.41,7.49,Bioenergy,20,0.38
BNA0399,Müllverwertung Borsigstraße MVB,DE_HH,53.53,10.07,Bioenergy,20,0.38
BNA0408,Enertec Hameln,DE_NI,52.1,9.39,Bioenergy,16.8,0.38
BNA0435,,DE_BB,53.15,12.38,Bioenergy,19.7,0.38
BNA0483,,DE_NRW,51.88,8.96,Bioenergy,19.9,0.38
BNA0500,,DE_RP,49.97,8.04,Bioenergy,12.4,0.38
BNA0520,Stora Enso Maxau,DE_BW,49.04,8.31,Bioenergy,78,0.38
BNA0549,BMKW Königs Wusterhausen,DE_BB,52.3,13.64,Bioenergy,17.1,0.38
BNA0553,BMHKW-BinderHolz,DE_BY,48.79,11.51,Bioenergy,15.1,0.38
BNA0566,,DE_BY,48.49,11.18,Bioenergy,9.6,0.38
BNA0573,Landesbergen Bioenergye,DE_NI,52.58,9.11,Bioenergy,20,0.38
BNA0601,,DE_HE,50.7,8.07,Bioenergy,14,0.38
BNA0617,BMK Lünen ,DE_NRW,51.61,7.48,Bioenergy,20,0.38
BNA0621,Bioenergyeheizkraftwerk Piesteritz,DE_ST,51.87,12.57,Bioenergy,18.1,0.38
BNA0628,Bioenergye-Heizkraftwerk Malchin,DE_MV,53.74,12.78,Bioenergy,9.8,0.38
BNA0636,BMKW Mannheim,DE_RP,49.52,8.46,Bioenergy,17.9,0.38
BNA0637,SCA Mannheim,DE_RP,49.53,8.46,Bioenergy,59.2,0.38
BNA0692,KWK Neumarkt,DE_BY,49.26,11.45,Bioenergy,15.6,0.38
BNA0701,,DE_NRW,51.2,6.71,Bioenergy,12.1,0.38
BNA0756,,DE_BW,49.01,9.67,Bioenergy,18.8,0.38
BNA0775,Bioenergye-HKW,DE_NI,53.1,7.4,Bioenergy,20,0.38
BNA0797,Heizkraftwerk Pforzheim GmbH,DE_BW,48.9,8.73,Bioenergy,12.3,0.38
BNA0826,BMHKW-RE Recklinghausen,DE_NRW,51.6,7.25,Bioenergy,14,0.38
BNA0860,,DE_TH,50.5,11.66,Bioenergy,12.9,0.38
BNA0926a,Heizkraftwerk der Sappi Stockstadt GmbH,DE_BY,49.98,9.07,Bioenergy,14,0.38
BNA1055,Wi-Biebrich,DE_RP,50.04,8.25,Bioenergy,6.7,0.38
BNA1091,Zolling,DE_BY,48.46,11.8,Bioenergy,10,0.38
BNA1256,UPM Schwedt,DE_BB,53.09,14.32,Bioenergy,13.3,0.38
BNA1335c,PKV Kraftwerk,DE_NI,53.4,8.13,Bioenergy,1.92,0.38
BNA1337b,Blockheizkraftwerk 1,DE_BY,49.99,9.16,Bioenergy,1.1,0.38
BNA1337c,Blockheizkraftwerk 2,DE_BY,49.99,9.16,Bioenergy,0.8,0.38
BNA1398,Energieanlage 3,DE_BB,53.15,12.38,Bioenergy,18.6,0.38
BNA1405b,BioHKW I,DE_BW,48.4,9.96,Bioenergy,8.7,0.38
BNA1405c,BioHKW II,DE_BW,48.4,9.96,Bioenergy,4.5,0.38
BNA1501,Bio HKW Herbrechtingen,DE_BY,48.63,10.2,Bioenergy,14,0.38
BNA1522,BioEnergie Park Klarsee,DE_BB,53.32,14.27,Bioenergy,17.8,0.38
