hour,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
0,1027.99,1613.56,8120.6,8783.07,167.19,2959.66,1391.08,621.79,4425.75,9440.46,3252.13,1110.2,690.73,2017.96,950.46,1006.76,47579.39
1,957.61,1466.02,8097.98,8657.06,160.14,2830.78,1314.26,567,4244.98,9044.56,3131.63,1033.78,674.82,1918.61,901.54,960.36,45961.13
2,911.22,1366.61,8022.41,8510.32,154.69,2727.38,1252.86,532.12,4109.42,8742.52,3036.49,981.82,660.9,1849.99,868.38,927.98,44655.11
3,882.57,1311.28,7881.58,8335.17,150.53,2649.95,1211.21,512.71,4003.97,8511.14,2959.41,949.67,646.72,1800.77,845.11,904.01,43555.8
4,870.31,1290.27,7825.29,8268.21,148.92,2621.94,1197.46,504.38,3960.92,8419.52,2929.05,936.64,640.86,1779.44,834.85,893.58,43121.64
5,866.7,1293.6,7752.37,8206.43,148.24,2614.47,1198.86,503.38,3937.42,8376.87,2912.85,934.3,635.74,1768.05,829.34,887.52,42866.14
6,873.59,1325.7,7669.4,8160.45,148.77,2633.69,1219.23,511.03,3940.18,8398.38,2915.83,944.86,632.16,1769.31,829.84,887.08,42859.5
7,914.94,1397.5,7834.49,8363.3,153.96,2723.65,1263.82,539.61,4079.39,8693.95,3012.95,988.54,650.43,1839.52,863.79,921.24,44241.08
8,994.28,1549.06,7624.4,8249.15,158.55,2787.82,1300.53,605.92,4217.47,8969.7,3083.96,1066.96,654.88,1940.32,916.33,967.28,45086.61
9,1117.7,1803.15,7431.02,8231.61,168.05,2949.24,1399.4,706.75,4473.21,9514.5,3237.54,1195.86,669.26,2101.51,998.03,1041.25,47038.08
10,1229.87,2036.67,7457.56,8420.65,179.11,3149.76,1518.46,794.23,4758.38,10136.75,3426.38,1317.08,694.01,2259.56,1076.06,1115.09,49569.62
11,1330.2,2230.67,7622.38,8707.9,189.93,3340.74,1623.03,869.14,5043.79,10749.88,3619.1,1424.15,724.55,2412.19,1150.83,1187.68,52226.16
12,1367.24,2300.74,7835.71,8963.34,195.6,3446.47,1679.04,893.52,5187.54,11065.22,3725.18,1465.83,744.7,2477.91,1181.73,1219.83,53749.6
13,1293.45,2164.6,7962.41,9008.26,190.77,3377.24,1642.5,833.44,5043.57,10776.64,3646.02,1392.96,736.53,2379.22,1130.82,1174.13,52752.56
14,1212.5,1985.77,8234.77,9146.54,185.65,3288.46,1580.06,763.87,4908.33,10483.69,3571.86,1307.81,735.72,2284.41,1081.9,1131.97,51903.31
15,1183.49,1888.89,8621.58,9434.8,185.61,3276.74,1550.57,731.97,4921.28,10489.8,3592.59,1273.82,752.59,2273.95,1074.98,1130.6,52383.26
16,1203.17,1883.96,9191.79,9962.04,191.9,3379.83,1582.11,734.2,5098.32,10851.72,3729.79,1292.94,790.35,2344.13,1106.75,1168.21,54511.21
17,1314.34,2111.7,9593.68,10517.49,206.99,3665.47,1743.16,812.92,5475.45,11687.91,4003.1,1418.51,836.7,2523.75,1192.16,1254.57,58357.9
18,1366.85,2272.12,9064.47,10143.39,208.33,3705.45,1798.24,866.62,5490.05,11751.09,3996.34,1479.14,816.26,2555.75,1210.34,1264.67,57989.11
19,1377.73,2324.53,8569.81,9711.6,205.09,3648.76,1786.28,886.36,5402.01,11568.99,3916.44,1490.08,789.42,2535.79,1203.52,1251.4,56667.81
20,1285.32,2167.2,8096.73,9159.18,192.43,3426.81,1677.49,824.74,5065.13,10851.54,3676.82,1391.49,742.37,2372.08,1125.08,1171.09,53225.5
21,1198.45,1981.2,8033.29,8962.47,183.13,3252.94,1572.93,757.76,4831.38,10333.75,3517.19,1295.55,720.78,2248.06,1064.54,1113.07,51066.49
22,1244.36,1975.79,9284.86,10123.28,197.19,3483.43,1644.55,764.76,5226.63,11142.22,3822.61,1340.41,804.19,2405.94,1136.23,1197.45,55793.9
23,1129.36,1755.38,9028.54,9729.99,184.11,3251.01,1518.76,680.38,4883.04,10402.6,3587.13,1217.09,765.26,2226.62,1048.85,1111.72,52519.84
24,1053.99,1618.66,8967.42,9590.01,177.11,3137.05,1460.3,623.08,4688.04,9997.4,3462.84,1140.03,745.85,2113.96,992.61,1058.25,50826.6
25,974.64,1465.1,8674.98,9201.35,166.69,2945.8,1356.7,567.23,4420.74,9414.46,3272.16,1052.61,712.29,1983.68,930.22,995.34,48133.99
26,942.32,1404.39,8490.04,8980.37,161.78,2854.54,1308.57,545.94,4295.78,9140.7,3180.19,1016.32,694.79,1926.26,903.21,967.26,46812.46
27,926.82,1388.61,8325.66,8818.98,159.17,2812.9,1293.72,537.69,4221.65,8989.82,3126.67,1001.08,681.84,1891.73,886.79,949.64,46012.77
28,925.93,1423.73,8135.49,8683.6,158.61,2822.12,1318.11,541.98,4184.9,8941.53,3103.91,1006.31,670.15,1872.09,876.96,938.23,45603.65
29,927.23,1464.08,7801.93,8409.76,156.65,2800.76,1327.29,551.07,4117.3,8819.94,3051.32,1011.7,650.58,1846.87,865.68,923.29,44725.45
30,984.27,1652.78,6942.39,7741.82,155.52,2796.58,1370.23,615.76,4065.87,8744.67,2986.09,1076.4,611.61,1861.89,877.52,922.85,43406.25
31,1111.79,1998.81,6629.15,7734.97,167.88,3065.42,1569.68,724.66,4333.05,9400.58,3170.99,1229,618.85,2005.82,947.64,985.62,45693.91
32,1223.56,2408.73,6530.64,8063,185.62,3510.89,1910.15,819.24,4652.88,10287.92,3442.27,1392.93,633.98,2121.87,997.08,1033.96,49214.72
33,1303.31,2638.46,7040.1,8780.09,202.02,3873.82,2142.88,872.87,5005.4,11149.75,3732.54,1503.74,679.24,2251.28,1053.24,1095.64,53324.38
34,1346.69,2693.09,7670.12,9416.5,211.74,4048.6,2220.23,892.68,5260.45,11695.47,3928.94,1552.01,725.22,2356.07,1101.11,1149.46,56268.38
35,1405.36,2793.58,8146.52,9943.18,221.82,4233.83,2312.56,928.1,5519.54,12258.34,4122.93,1617.71,765.29,2470.39,1154.39,1206.37,59099.91
36,1403.72,2741.01,8088.64,9810.09,218.74,4140.06,2237.56,926.72,5481.92,12119.54,4075.42,1602.44,762.23,2474.08,1159.21,1209.14,58450.52
37,1344.1,2534.8,8062.36,9575.25,208.95,3902.45,2062.64,878.24,5295.93,11622.67,3920.06,1516.8,749.41,2405.07,1129.39,1179.18,56387.3
38,1285.48,2399.74,8009.92,9418.71,202.12,3767.8,1977.95,833,5132.06,11249.01,3804.02,1449.46,734.42,2322.7,1089.77,1140.84,54817
39,1268.8,2427.01,7836.08,9313.92,201.39,3792.74,2021.71,825.24,5069.91,11173.81,3775.27,1444.41,720.05,2277.23,1065.75,1116.77,54330.09
40,1287.64,2488.34,7861.92,9399.76,204.5,3866.13,2074.02,840.07,5131.66,11333.84,3826.02,1470.75,725.18,2300.78,1076.07,1127.29,55013.97
41,1412.15,2690.98,8504.85,10135.62,221.19,4151.87,2208.74,922.76,5583.4,12285.62,4144.27,1601.28,789,2523.51,1183.24,1236.74,59595.22
42,1513.65,2745.87,9131.24,10672.91,230.9,4238.05,2183.68,984.99,5935.65,12909.92,4357.78,1681.28,848.34,2732.36,1288.69,1342.53,62797.84
43,1503.52,2580.33,9262.61,10573.99,224.79,4027.67,1996.34,970.37,5888.91,12655.42,4280.56,1635.73,855.76,2753.67,1305.28,1357.44,61872.39
44,1411.27,2359.5,9143.3,10278.63,213.25,3793.79,1847.29,899.69,5618.53,12029.03,4084.01,1527.03,830.07,2623.4,1243.36,1296.84,59198.99
45,1330.92,2174.17,9245.24,10236.54,205.88,3651.82,1753.25,834,5438.31,11621.32,3965.74,1437.59,819.58,2520.83,1192.52,1250.22,57677.93
46,1298.37,2067.48,9723.36,10606.96,206.43,3652.74,1728.51,797.37,5464.89,11658.78,4000.73,1400.72,841.09,2511.35,1185.37,1249.91,58394.06
47,1199.34,1879.3,9591.9,10359.32,196.26,3476.97,1633.64,722.89,5192.42,11078.83,3819.97,1296.43,812.7,2361.95,1111.73,1178.98,55912.63
48,1159.93,1810.69,9668.26,10398.23,193.97,3448.66,1620.85,690.69,5119.23,10938.01,3782.32,1258.71,808.82,2308.87,1084.08,1154.33,55445.65
49,1092.47,1701.87,9347.72,10028.61,185.29,3302.23,1552.74,645.35,4881.89,10440.86,3617,1188.72,775.81,2189.67,1026.42,1095.83,53072.48
50,1044.96,1595.36,9277.78,9878.81,179.58,3190.94,1484.58,609.35,4743.24,10127.17,3518.4,1134.43,762.02,2120.72,993.31,1063.48,51724.13
51,1035.48,1576.25,9259.56,9847.91,178.49,3170.96,1473.26,602.3,4715.33,10066.14,3499.05,1124.06,759.02,2106.31,986.32,1056.63,51457.07
52,1038.47,1585.91,9292.55,9890.09,179.31,3189.58,1485.13,604.04,4732.47,10108.84,3513.89,1128.73,761.5,2111.8,988.58,1059.32,51670.21
53,1034.98,1600.84,9129.88,9756.36,178.14,3178.12,1490.58,605.31,4690.68,10034.78,3483.99,1127.88,751.06,2092.96,979.64,1048.86,51184.06
54,1056.11,1681.45,8827.75,9541.05,178.4,3197.23,1522.85,629.26,4679.94,10037.4,3470.45,1154.83,737.46,2097.49,982.83,1048.02,50842.52
55,1149.84,1981.43,8386.85,9394.57,187.17,3414.17,1703.91,714.92,4839.85,10480.41,3585.69,1275.06,729.93,2181.85,1023.4,1081.5,52130.55
56,1299.82,2413.23,8089.51,9494.31,203.66,3786.7,1980.95,842.16,5181.78,11343,3835.73,1462.13,742.22,2350.58,1103.69,1154.81,55284.28
57,1428.79,2694.77,8475.64,10084.67,221.04,4125.31,2180.77,935.6,5605.42,12298.22,4144.84,1610.82,791.14,2550.92,1198.62,1250.22,59596.79
58,1492.83,2820.75,8836.16,10525.2,230.96,4313.55,2283.01,978.07,5853.74,12847.84,4329.38,1684.05,825.39,2663.14,1251.21,1304.99,62240.27
59,1551.42,2917.6,9216.79,10951.4,239.78,4469.66,2358.42,1015.4,6086.87,13345.8,4498.5,1747.19,859.93,2772.28,1303.01,1359,64693.05
60,1563.45,2913.92,9180.33,10889.75,239.2,4436.63,2327.63,1024.81,6096.39,13333.25,4491.26,1752.18,860.7,2792.41,1314.74,1368.97,64585.62
61,1512.29,2759.6,9047.93,10612.73,230.58,4240.9,2193.81,986.14,5917.33,12884.11,4346.43,1682.63,843.02,2722.33,1283.66,1336.86,62600.35
62,1437.86,2491.15,9304.33,10590.86,221.15,3998.42,1997.59,919.24,5754.79,12417.38,4213.61,1577.85,843.93,2655.43,1253.89,1310.58,60988.06
63,1378.8,2281.14,9491.25,10561.56,213.62,3806.63,1843.81,866.61,5622.72,12042.73,4106.27,1495.19,843.67,2600.86,1229.53,1288.83,59673.22
64,1357.71,2212.99,9428.9,10432.9,209.77,3716.99,1781.6,850.69,5545.23,11844.23,4041.9,1465.22,836,2572.4,1217.21,1275.88,58789.62
65,1449.67,2410.99,9275.58,10423.52,217.14,3848.46,1865.65,926.28,5736.79,12261.47,4159.62,1563.34,846.07,2690.28,1276.67,1329.66,60281.19
66,1574.81,2632.38,9722.01,10990.75,232.45,4114.02,1999.3,1014.05,6146.47,13131.63,4443.65,1695.69,898.4,2898.89,1377.77,1430.8,64303.07
67,1558.75,2613.41,9523.96,10792.01,229.31,4059.93,1976.79,1006.02,6061.55,12953.14,4380.06,1678.72,883.39,2861.93,1360.61,1411.93,63351.51
68,1460.56,2419.66,9607.08,10748.17,221.33,3927.19,1900.4,927.49,5843.21,12493.42,4246.56,1577.14,867.76,2727.93,1292.95,1349.71,61610.56
69,1367.35,2214.35,9819.2,10807.08,214.29,3800.7,1816.23,849.56,5661.79,12095.74,4137.66,1477.46,860.89,2612.65,1234.49,1297.65,60267.09
70,1345.32,2138.27,10054.07,10963.79,213.47,3773.4,1783,826.49,5655.59,12059.96,4137.92,1449.97,870.31,2601.67,1228.39,1294.86,60396.48
71,1245.49,1955,9629.74,10433.6,200.18,3534.46,1658.81,757.75,5308.77,11311.81,3891.07,1341.6,824.72,2432.46,1147.32,1212.65,56885.43
72,1216.35,1847.32,10200.36,10888.74,201.74,3551.32,1638.46,721.6,5364.39,11407.73,3948.14,1307.85,852.4,2434.78,1145.55,1218.68,57945.41
73,1128.4,1677.82,9985.17,10567.58,191.47,3367.46,1538.61,657.47,5096.25,10828.85,3762.94,1212.98,821.52,2296.64,1078.45,1152.54,55364.15
74,1092.61,1591.45,10028.71,10541.23,187.99,3297.7,1491.27,628.15,5014.15,10638.61,3707.39,1172.11,816.8,2251.6,1056.37,1132.18,54648.32
75,1090.54,1569.02,10183.08,10664.8,188.72,3304.02,1484.62,622.78,5041.43,10685.72,3728.91,1167.87,825.55,2261.32,1060.67,1138.22,55017.27
76,1106.86,1583.4,10444.43,10919.22,192.37,3366.14,1508.54,629.56,5141.28,10893.74,3804.61,1184.89,844.34,2303.42,1080.07,1160.03,56162.9
77,1177.76,1678.91,11197.78,11693.7,205.39,3593.3,1607.97,667.96,5489.92,11631.12,4064.46,1260.72,903.4,2457.13,1151.84,1237.94,60019.3
78,1301.84,1856.14,12414.03,12962.52,227.46,3981.4,1782.51,737.58,6077.75,12879.05,4501.43,1394.21,1000.67,2718.08,1273.85,1369.53,66478.05
79,1424.56,2028.74,13480.79,14078.08,247.61,4327.54,1934.19,809.22,6623.34,14026.18,4899.94,1523.31,1089.05,2968.62,1392.19,1495.39,72348.75
80,1559.65,2249.55,13884.33,14585.38,262.4,4566.47,2044,905.14,7038.66,14883.17,5176.5,1660.19,1141.22,3192.64,1502.42,1604.09,76255.81
81,1701.21,2526.49,13885.89,14765.7,275.18,4784.02,2166.38,1015.67,7383.54,15614.82,5396.04,1808.11,1170.82,3393.6,1602.76,1698.23,79188.46
82,1793.92,2736.11,13692.19,14732.25,282.63,4922.55,2259.59,1092.96,7570.45,16031.2,5511.87,1908.92,1178.56,3508.2,1660.46,1749.94,80631.8
83,1878.14,2910.32,13674.56,14835.3,290.45,5062.15,2342.74,1159.4,7774.52,16473.54,5644.11,1999.05,1195.02,3624.83,1718.42,1804.21,82386.76
84,1866.85,2920.58,13351.54,14547.93,287.23,5015.62,2335.15,1158.26,7676.92,16282.96,5571.07,1990.05,1173.5,3583.41,1699.2,1781.9,81242.17
85,1776.35,2763.54,13296.88,14408.93,279.37,4894.46,2276.82,1089.24,7450.24,15821.28,5430.78,1899.68,1151.21,3447.91,1631.06,1717.53,79335.28
86,1708.84,2601.19,13722.97,14702.39,276.76,4848.76,2232.34,1026.69,7383.34,15671.51,5407.39,1828.56,1162.22,3383.29,1596.21,1690.71,79243.17
87,1645.18,2461.27,13728.09,14604.1,270.37,4728.37,2157.39,976.44,7223.87,15316.2,5300.29,1758.28,1149.43,3296.2,1553.44,1650.39,77819.31
88,1595.35,2370.17,13528.5,14352.15,263.89,4612.7,2097.51,941.86,7053.95,14950.81,5180.2,1704.45,1127.34,3212.39,1513.14,1609.71,76114.12
89,1605.48,2472.99,12807.37,13771.28,260.38,4579.83,2125.47,967.16,6925.95,14728.22,5078.65,1724,1086.57,3167.95,1493.71,1582.1,74377.11
90,1644.85,2617.33,12128.47,13246.15,259.27,4577.76,2163.04,1014.06,6873.98,14651.77,5022.46,1770.79,1054.55,3170.58,1498.14,1577.23,73270.43
91,1683.72,2704.58,11942.01,13126.39,261.15,4608.85,2187.79,1048.66,6925.17,14761.58,5045.81,1811.1,1051.72,3212.49,1520.29,1595.4,73486.71
92,1645.13,2613.73,12067.75,13179.88,258.41,4556.72,2149.93,1015.45,6857.56,14608.54,5005.88,1769.01,1051.13,3168.13,1497.71,1575.83,73020.79
93,1507.63,2364.91,11446,12417.86,239.83,4223.93,1978.93,921.62,6371.74,13562.4,4659.41,1619.98,986.12,2932.23,1384.77,1460.9,68078.26
94,1414.35,2186.95,11156.08,12018.39,228.32,4016.43,1867.49,854.94,6072.35,12914.77,4449.58,1518.73,949.79,2781.7,1312.12,1388.47,65130.46
95,1258.53,1915.85,10450.51,11170.12,207.76,3656.01,1688.16,748.92,5525.61,11749.48,4063.54,1352.55,875.89,2512.16,1182.5,1256.87,59614.46
96,1004.64,1557.91,8413.46,9030.05,167.97,2980.57,1394.99,597.13,4440,9477.4,3278.68,1088.24,702.95,2004.17,941.26,1002.37,48081.79
97,930.58,1410.81,8181.46,8702.43,158.55,2806.28,1298.46,544.05,4199.58,8950.93,3107.97,1006.36,674.07,1885.68,884.39,945.49,45687.09
98,892.92,1343.51,7937.94,8422.06,152.66,2698.34,1243.35,519.92,4048.17,8621.63,2996.34,964.5,651.99,1816.56,851.88,911.42,44073.19
99,887.7,1340.46,7887.51,8375.98,151.94,2689.06,1242,517.09,4025.29,8578.19,2980.91,960,647.9,1804.77,846.11,905.39,43840.3
100,892.24,1382.32,7757.49,8301.5,152.38,2715.35,1273.54,524.27,4015.67,8586.72,2978.23,971,640.9,1797.15,841.9,900.09,43730.75
101,895.59,1425.17,7445.62,8049.65,150.79,2700.25,1285.34,534.43,3957.98,8486.02,2933.01,978.46,623.03,1776.36,832.7,887.41,42961.81
102,938.83,1597.1,6428.2,7222.44,147.08,2651.85,1309.87,591.98,3836.48,8263.96,2815.68,1028.7,571.9,1760.45,830.11,871.22,40865.85
103,1063.76,1940.07,6081.38,7182.02,158.91,2911.68,1505.62,699.59,4089.52,8890,2989.98,1178.49,576.61,1898.26,897.36,930.85,42994.1
104,1171.81,2345.51,5941.42,7468.21,175.97,3345.45,1841.21,792.23,4390.84,9738.61,3247.46,1338.56,588.51,2006.11,943,975.02,46309.92
105,1250.62,2574.03,6441.39,8175.61,192.2,3705.52,2072.73,845.32,4738.85,10590.86,3534.43,1448.36,633.02,2133.47,998.19,1035.65,50370.25
106,1280.39,2611.76,6921.46,8660.23,199.43,3837.65,2132.25,857.95,4926.23,10994.97,3680.61,1482.39,667.34,2208.2,1031.98,1074.21,52567.05
107,1326.73,2696.95,7260.65,9048.03,207.23,3983.97,2208.32,886.87,5123.61,11428.37,3828.81,1535.16,696.76,2295.15,1072.43,1117.19,54716.23
108,1317.45,2635.04,7116.7,8827.84,202.74,3865.91,2123.18,881.45,5047.48,11208.8,3752.74,1511.85,687.03,2281.84,1069.3,1111.29,53640.64
109,1259.7,2431.18,7111.6,8614.56,193.3,3634.34,1950.77,833.98,4870.98,10732.05,3604.44,1428.21,675.88,2217.01,1041.48,1083.47,51682.95
110,1203.79,2299.32,7090.85,8489.85,186.99,3508.42,1869.73,790.1,4721,10387.27,3498.71,1363.71,663.3,2140.74,1004.69,1048.24,50266.71
111,1173.46,2309.69,6766.73,8232.85,183.75,3490.6,1895.59,775.1,4590.9,10169.76,3419.64,1344.33,637.24,2065.08,966.54,1008.82,49030.08
112,1172.83,2346.84,6576.54,8100.09,183.29,3502.61,1922.26,779.68,4555.43,10125.95,3398.22,1350.23,625.58,2045.48,956.68,997.41,48639.12
113,1230.69,2467.16,6477.88,8085.71,187.7,3578.16,1969.17,827.16,4673.81,10378.81,3469.11,1410.85,631.87,2120.41,994.66,1031.68,49534.83
114,1291.98,2472.46,6653.39,8167.22,189.97,3536.81,1890.87,868.21,4823.99,10579.77,3532.57,1448.58,656.28,2239.68,1058.23,1091.91,50501.92
115,1297.88,2326.91,6960.2,8245.95,186.79,3376.58,1724.5,862.09,4856.76,10491.51,3514.31,1419.84,677.34,2296.37,1091.39,1124.81,50453.23
116,1248.38,2158.85,7317.25,8432.45,183.13,3277.67,1631.85,813.99,4800.39,10314.03,3476.6,1355.99,688.65,2261.04,1073.86,1112.47,50146.6
117,1206.24,2020.68,7846.22,8822.42,182.81,3256.59,1588.28,768.44,4811.83,10308.08,3500.61,1306.69,711.26,2243.39,1062.77,1109.03,50745.34
118,1137.13,1868.6,7921.64,8784.9,176.67,3142.79,1515.57,712.39,4656.44,9964.14,3400.61,1231.45,701.44,2153.04,1017.78,1067.66,49452.25
119,1016.07,1652.92,7548.93,8292.74,162.47,2898.15,1391.85,626.18,4274.58,9155,3138.83,1104.05,654.25,1955.01,921.33,971.96,45764.32
120,950.84,1491.43,7814.84,8424.39,158.07,2810.81,1324.08,568.7,4170.83,8913.24,3078.96,1031.76,656.48,1884.76,885.4,941.66,45106.25
121,882.75,1351.68,7649.63,8164.33,149.74,2655.41,1235.44,518.8,3960.39,8449.39,2930.5,956.14,632.78,1779.56,834.75,891.54,43042.83
122,857.72,1300,7546.18,8025.69,146.17,2587.24,1196.94,501.35,3872.05,8252.42,2865.62,927.53,621.6,1738.4,815.32,871.68,42125.91
123,854.8,1299.82,7521.42,8005.6,145.88,2585.26,1198.65,499.76,3860.69,8233.08,2858.76,925.49,619.48,1731.78,811.97,868.26,42020.7
124,881.19,1368.68,7633.82,8176.4,150.34,2680.37,1258.94,518.45,3960.26,8470.58,2937.05,959.37,631.27,1772.59,830.43,887.58,43117.32
125,977.36,1526.49,8351.44,8966.42,165.81,2957.59,1392.91,577.71,4366.21,9341.55,3235.77,1064.31,693.37,1957.59,917.49,979.54,47471.56
126,1218.07,1942.99,9522.81,10354.54,198.4,3530.84,1677.24,739.7,5230.59,11186.02,3849.79,1321.75,812.27,2379.22,1119.69,1185.87,56269.79
127,1426.97,2389.95,10105.89,11255.37,225.66,4054.86,1983.41,891.73,5902.72,12690.72,4334.9,1559.69,889.17,2703,1273.98,1340.06,63028.08
128,1553.93,2818.74,10175.35,11753.43,246.19,4548.12,2343.85,994.36,6298.37,13736.85,4662.37,1739.54,917.4,2852.73,1339.2,1405.53,67385.96
129,1593.04,2998.15,10235.33,12015.54,255.13,4783.23,2523.16,1026.46,6448.13,14173.63,4802.3,1807.69,927.73,2892.12,1353.21,1421.43,69256.28
130,1618.68,3030.79,10669.93,12454.05,261.6,4902.39,2577.25,1036.9,6614.94,14534.64,4933.25,1837.36,958.51,2957.77,1382.74,1455.36,71226.16
131,1653.13,3101.28,10877.43,12708.57,267.22,5011.29,2637.7,1059.55,6753.01,14843.71,5037.44,1877.67,977.69,3018.35,1410.87,1484.95,72719.86
132,1666.59,3067.49,10985.21,12743.32,266.9,4964.79,2582.46,1066.16,6790.41,14862.1,5045.51,1878.21,987.53,3055.41,1431.32,1504.67,72898.08
133,1630.56,2890.53,11220.72,12773.5,261.45,4801.53,2438.61,1030.15,6722.21,14612.3,4977.59,1817.37,995.03,3038.68,1426,1501.28,72137.51
134,1586.61,2773.45,11332.88,12783.27,257.34,4713.26,2373.3,992.61,6631.98,14393.02,4916.26,1765.39,992.77,2988.87,1401.6,1479.55,71382.16
135,1549.9,2775.87,10938.54,12455.2,252.93,4675.49,2390.81,974.22,6470.25,14109.01,4813.62,1739.34,961.26,2899.14,1356.84,1432.97,69795.39
136,1513.07,2768.23,10346.64,11915.81,245.81,4573.44,2369.82,959.61,6253.89,13685.89,4658.05,1707.25,918.41,2799.28,1309.42,1380.73,67405.35
137,1545.76,2857.39,9968.09,11618.23,245.59,4569.6,2383.56,993.82,6246.3,13675.08,4635.54,1741.43,902.98,2818.38,1321.3,1386.6,66909.65
138,1572.86,2820.47,9763.73,11315.43,241.57,4420.59,2260.27,1016.85,6225.74,13517.84,4572.26,1743.34,897.91,2861.89,1349.44,1408.29,65988.48
139,1569.36,2663.32,9965.44,11287.92,236.65,4230.59,2081.48,1005.79,6211.33,13330.97,4518.99,1704.72,910.84,2897.67,1372.79,1430.54,65418.4
140,1487.25,2454.86,9961.31,11108.83,227,4029.01,1945.92,940.41,5992.16,12811.99,4360.52,1606.64,894.08,2790.04,1321.47,1381.47,63312.96
141,1399.34,2260,9983.7,10985.92,218.28,3863.98,1842.17,870.65,5775.28,12327.4,4215.17,1509.36,877.35,2671.08,1262.94,1326.5,61389.12
142,1307.15,2079.28,9803.59,10689.83,207.89,3677.57,1739.11,802.39,5504.72,11742.07,4029.78,1409.87,847.63,2529.57,1193.99,1259.12,58823.56
143,1148.97,1817.6,9020.16,9781.96,186.88,3316.2,1566.61,696.51,4937.67,10544.8,3630.64,1243.54,768.55,2249.35,1059.1,1121.64,53090.18
144,1032.4,1592.53,8717.8,9338.37,173.05,3067.42,1431.33,611.84,4577.81,9766.31,3380.78,1117.35,726.65,2065.4,969.95,1033.51,49602.5
145,969.47,1459.15,8610.07,9136.47,165.67,2928.28,1349.48,564.67,4393.21,9356.45,3251.51,1047.13,707.43,1971.65,924.65,989.21,47824.5
146,941.41,1403.67,8473.29,8964.13,161.55,2850.61,1307.03,545.63,4289.73,9128.02,3175.45,1015.38,693.63,1923.82,902.1,965.98,46741.43
147,938.42,1403.35,8447.59,8943.09,161.24,2848.35,1308.61,543.97,4278.04,9107.89,3168.33,1013.2,691.43,1916.98,898.63,962.46,46631.58
148,957.26,1462.95,8476.63,9029.54,164.32,2919.83,1359.02,558.73,4340.04,9266.62,3218.76,1039.21,696.79,1941.13,909.32,973.31,47313.46
149,1029.53,1591.14,8928.51,9550.71,175.39,3121.63,1461.48,605.34,4626.35,9886.94,3428.76,1119.03,738.23,2073.07,971.55,1038.28,50345.94
150,1266.41,2002.93,10056.39,10894.73,207.26,3682.64,1740.71,765.32,5471.44,11690.79,4028.36,1372.45,853.77,2486.18,1169.74,1240.23,58929.35
151,1478.5,2453.97,10673.61,11830.27,235.1,4216.49,2051.02,919.05,6159.15,13228.22,4525.07,1613.74,933.37,2816.97,1327.33,1397.99,65859.85
152,1616.08,2895.95,10860.87,12447.61,257.58,4743.22,2425.45,1027.32,6607.89,14385.49,4891.86,1804.75,970.7,2990.22,1403.56,1475.42,70803.97
153,1650.49,3069.45,10869.06,12657.23,265.66,4963.58,2598.58,1056.9,6734.25,14773.57,5014.47,1867.99,977.01,3019.2,1412.72,1486.04,72416.2
154,1691.66,3121.27,11476.09,13270.27,274.99,5131.71,2673.12,1075.56,6978.68,15297.16,5203,1913.95,1021.16,3119.29,1458.34,1537.49,75243.74
155,1730.04,3196.68,11727.1,13568.82,281.33,5252.95,2738.73,1100.27,7136.4,15647.27,5321.73,1958.4,1043.75,3188.57,1490.56,1571.5,76954.1
156,1727.68,3143.34,11658.9,13425.42,278.1,5156.55,2662.63,1098.53,7094.53,15499.56,5271.06,1942.3,1039.92,3190.49,1494.56,1573.35,76256.92
157,1699.05,2975.55,11976.87,13539.06,274.01,5016.66,2528.56,1066.47,7063.55,15327.71,5230.68,1889.24,1053.84,3190.23,1496.94,1578.36,75906.78
158,1643.69,2844.3,11962.88,13421.14,267.81,4892.54,2448.26,1022.85,6916.42,14989.03,5127.12,1825.32,1041.72,3115.2,1460.73,1543.75,74522.76
159,1612.32,2853.31,11628.07,13153.21,264.39,4871.61,2472.81,1007.32,6781.42,14761.11,5044.37,1804.84,1014.87,3037.29,1421.53,1503.23,73231.7
160,1580.02,2851.28,11086.43,12664.87,258.1,4783.89,2457.8,995.1,6587.71,14385.71,4905.58,1777.53,975.95,2947.56,1378.82,1456.08,71092.43
161,1613.67,2941.66,10717.78,12377.28,258.05,4782.91,2472.75,1029.81,6584.69,14384.23,4886.46,1812.72,961.24,2968.64,1391.65,1462.99,70646.53
162,1647.59,2913.28,10587.65,12149.66,255.26,4655.05,2358.34,1056.47,6597.76,14297.54,4848.15,1821.73,961.99,3027.16,1426.79,1492.32,70096.74
163,1637.59,2748.11,10717.1,12049.17,249.15,4444.7,2171.01,1041.99,6550.99,14042.89,4770.75,1776.32,969.31,3048.59,1443.45,1507.27,69168.39
164,1544.11,2525.55,10587.05,11742.63,237.41,4207.3,2020.47,970.6,6275.02,13404.78,4570.21,1666.3,942.77,2915.79,1380.29,1445.36,66435.64
165,1434.9,2304.24,10373.84,11381.23,224.78,3975.24,1888.73,889.54,5951.79,12697.47,4346.02,1546.65,907.71,2749.57,1299.69,1366.4,63337.8
166,1357.93,2142.33,10363.48,11256.76,217.2,3836.94,1805.75,829.31,5757.51,12272.03,4217.25,1463.16,891.2,2641.9,1246.58,1316.22,61615.55
