hour,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
5379,987.81,1508.02,8958.02,9524.97,171.9,3062.49,1427.16,572.07,4531.77,9686.43,3370.09,1075.54,731.26,2015.92,942.79,1011.71,49577.95
5380,1065.38,1637.42,9517.09,10145.84,184.25,3284.61,1535.62,620.31,4854.91,10381.11,3607.76,1160.35,780.15,2163.48,1012.3,1084.94,53035.52
5381,1242,1909.6,10684.95,11421.14,210.15,3729.1,1738.75,731.76,5555.23,11855.98,4109.69,1345.93,885.72,2497.65,1171.76,1250.77,60340.18
5382,1403.46,2239.28,11430.53,12387.18,233.86,4182.15,1991.82,842.65,6144.14,13166.45,4544.08,1530.82,962.46,2768.48,1299.28,1381.89,66508.53
5383,1514.18,2611.14,11411.96,12739.7,250.76,4589.56,2293.26,933.8,6468.13,14026.97,4809.7,1685.84,982.5,2894.79,1354.86,1436.52,70003.67
5384,1569.75,2808.41,11403.17,12933.08,259.75,4810.76,2458.9,979.78,6634.89,14479.76,4949.83,1766.33,992.45,2956.13,1381.23,1462.71,71846.93
5385,1603.72,2862.11,11795.07,13346.61,266.7,4939.52,2521.06,997.76,6812.92,14867.09,5086.67,1805.22,1022.46,3030.14,1415.08,1500.15,73872.28
5386,1645.63,2937.56,12113.48,13706.52,273.81,5072.16,2589.14,1023.63,6993.79,15262.95,5222.41,1852.71,1049.75,3109.78,1452.19,1539.61,75845.12
5387,1649.12,2913.68,12058.05,13610.09,272.08,5015.96,2543.9,1026.7,6976.41,15188.1,5195.25,1847.6,1047.64,3117.33,1457.99,1543.66,75463.56
5388,1632.24,2796.99,12382.75,13787.22,270.43,4939.75,2458.63,1004.43,6986.35,15135.36,5192.52,1814.13,1064.05,3128.71,1464.72,1553.38,75611.66
5389,1587.7,2697.32,12388.61,13718.08,265.9,4853.29,2404.12,969.13,6874.7,14884.68,5117.02,1764.5,1055.24,3068.25,1435.08,1525.44,74609.06
5390,1567.57,2696.98,12235.97,13598.95,264.14,4845.65,2419.6,957.69,6801.53,14764.04,5074.63,1750.82,1041.7,3023.12,1412.06,1502.26,73956.71
5391,1532.51,2651.43,11913.28,13267.97,258.35,4748.17,2379.01,937.69,6642.53,14432.73,4958.93,1714.57,1015.36,2949.76,1377.33,1465.24,72244.86
5392,1520.04,2623.29,11724.58,13058.99,254.9,4676.64,2339.11,931.81,6562.57,14247.23,4892.83,1697.42,1001.87,2921.58,1365.25,1450.97,71269.08
5393,1507.15,2516.16,11722.55,12918.79,249.94,4528.65,2217.89,919.54,6499.32,14021.05,4820.38,1663.01,1000.1,2918.81,1367.93,1452.01,70323.28
5394,1485.83,2362.85,11745.15,12748.14,243.15,4327.47,2052.67,899.38,6410.63,13708.93,4721.89,1612.61,998.4,2911.31,1369.49,1451.79,69049.69
5395,1436.47,2269.7,11324.25,12272.4,234.05,4153.39,1961,869.78,6184.21,13206.72,4548.5,1554.78,963.63,2815.58,1325.48,1404.23,66524.17
5396,1401.29,2210.98,11131.52,12051.33,229.14,4067.67,1919.57,846.6,6053.22,12928.24,4455.05,1517.32,944.96,2752.23,1295.18,1373.09,65177.39
5397,1317.98,2071.22,10559.39,11411.7,216.16,3834.99,1805.77,794.14,5713.09,12197.65,4206.07,1426.55,894.11,2595.54,1221.18,1295.49,61561.03
5398,1195.42,1870.08,9884.66,10643.31,199.18,3540.84,1665.64,713.62,5257.04,11232.38,3881.86,1296.89,828.91,2374.07,1115.09,1186.47,56885.46
5399,1069.55,1643.81,9353.59,9985.82,182.68,3247.9,1515.92,626.98,4822.6,10300.55,3574.54,1161.47,771.55,2160.02,1012.22,1082.35,52511.55
5400,1013.14,1519.48,9244.1,9784.84,175.7,3112.52,1434.49,584.81,4652.02,9916.19,3452.56,1097.15,753.61,2076.2,972.08,1042.8,50831.69
5401,989.34,1469.85,9143.93,9650.61,172.27,3046.5,1397.03,568.24,4567.24,9726.88,3390.14,1069.76,742.89,2037.04,953.6,1023.91,49949.23
5402,997.19,1478.33,9277.64,9783.27,174.19,3080.82,1411.68,571.38,4617.91,9834.91,3429.42,1078.45,752.38,2057.4,962.87,1034.5,50542.34
5403,1023.73,1552.51,9354.93,9926.81,178.49,3175.37,1474.35,591.08,4710.79,10061.61,3502.86,1113.23,762.09,2095.43,980.02,1052.14,51555.44
5404,1094.66,1673.86,9840.4,10473.17,189.63,3376.63,1574.1,635.84,5000.94,10687.27,3715.96,1191.09,805.29,2228.31,1042.65,1117.9,54647.7
5405,1271.72,1946.57,11011.68,11752.14,215.59,3822.2,1777.71,747.55,5703.03,12165.81,4219.19,1377.12,911.14,2563.32,1202.5,1284.16,61971.43
5406,1433.69,2276.92,11761.88,12722.92,239.38,4276.68,2031.39,858.75,6294.13,13480.9,4655.29,1562.52,988.27,2835.21,1330.52,1415.79,68164.24
5407,1543.25,2647.42,11730.01,13062.11,256.07,4680.39,2331.29,949.24,6612.29,14329.22,4916.53,1716.32,1007.3,2958.91,1384.89,1469.1,71594.34
5408,1591.79,2835.97,11643.33,13176.46,263.76,4879.48,2487.67,991.54,6743.99,14708.41,5030.65,1789.47,1011.18,3004.68,1403.96,1487.37,73049.71
5409,1620.3,2882.85,11974.53,13528.65,269.7,4991,2542.62,1006.61,6894.62,15038.33,5147.16,1822.57,1036.47,3066.56,1432.15,1518.65,74772.77
5410,1646.76,2939.2,12121.7,13715.23,273.98,5075.01,2590.39,1024.35,6998.44,15272.68,5225.7,1853.93,1050.48,3111.98,1453.23,1540.71,75893.77
5411,1648.33,2912.97,12044.56,13596.9,271.9,5012.71,2542.6,1026.39,6971.34,15177.48,5191.39,1846.76,1046.69,3115.23,1457.03,1542.6,75404.88
5412,1598.91,2755.96,12008.25,13408.64,264.25,4833.96,2414.48,986.87,6818.73,14783.98,5068.03,1779.09,1035.06,3054.46,1429.99,1515.6,73756.26
5413,1546.53,2646.59,11928.06,13252.41,258.3,4723.02,2349.72,947.47,6668.12,14451.8,4963.66,1721.26,1019.54,2976.74,1392.28,1478.89,72324.39
5414,1515.95,2633.29,11660.1,13016.52,254.62,4682.59,2351.5,930.48,6542.97,14222.03,4882.73,1696.67,997.02,2908.52,1358.44,1443.97,71097.4
5415,1471.07,2575.55,11228.69,12575.47,247.02,4554.21,2298,905.28,6334.96,13788.06,4730.7,1650.14,962.26,2813.39,1313.55,1395.86,68844.21
5416,1454.24,2542.02,10990.89,12316.84,242.76,4468.81,2252.28,897.12,6233,13556.37,4648.22,1628.35,944.95,2775.47,1296.88,1376.65,67624.85
5417,1460.91,2459.14,11205.5,12395.94,241.41,4382.38,2156.8,895.19,6267.49,13534.99,4648.26,1614.46,960.01,2816.07,1319.87,1399.74,67758.16
5418,1419.34,2280.81,11002.82,11997.39,230.88,4117.29,1964.89,864.34,6077.42,13010.41,4474.55,1542.83,940.84,2763.62,1300.39,1376.66,65364.48
5419,1364.16,2180.46,10517.27,11456.21,220.71,3924.88,1865.56,831.63,5821.88,12447.25,4279.56,1478.9,901.06,2654.9,1250.33,1322.53,62517.29
5420,1331.11,2124.32,10348.28,11259.11,216.19,3845.83,1826.93,809.61,5701.49,12191.17,4193.98,1443.65,884.23,2596.31,1222.25,1293.78,61288.24
5421,1246.35,1982.82,9760.55,10603.6,202.95,3608.7,1711.26,756.37,5354.29,11445.66,3939.76,1351.34,832.14,2436.45,1146.75,1214.55,57593.54
5422,1140.18,1801.92,9268.7,10020.28,188.99,3366.37,1592.76,684.49,4980.43,10652.47,3676.54,1238.94,781.1,2251.41,1057.7,1124.09,53826.37
5423,1042.27,1652.98,8719.17,9413.56,175.85,3147.12,1495.25,620.7,4617.96,9897.86,3422.57,1138.22,728.26,2071.63,971.01,1035.26,50149.67
5424,981.99,1553.15,8430.44,9077.14,167.94,3011.68,1430.64,580.13,4404.3,9447.16,3272.72,1074.93,698.7,1965.42,919.8,983.21,47999.35
5425,942.37,1468.41,8324.84,8911.26,162.83,2913.58,1373.26,551.2,4278.1,9164.89,3181.86,1029.89,684.38,1904.29,890.62,954.11,46735.89
5426,925.04,1438.68,8203.73,8775.15,160.08,2863.57,1348.38,540.33,4206.62,9010.48,3129.21,1010.85,673.72,1871.77,875.31,938.01,45970.93
5427,923.29,1446.29,8132.35,8718.43,159.61,2860.55,1352.6,540.75,4188.36,8979.65,3116.66,1010.59,669.06,1862.88,871.02,933.11,45765.2
5428,933.48,1470.89,8174.25,8779.87,161.22,2893.76,1372.96,547.97,4225.59,9066.48,3145.25,1023.11,673.54,1878.93,878.41,940.75,46166.46
5429,979.93,1556.25,8390.66,9045.52,167.63,3009.74,1433.29,579.53,4391.78,9426.22,3264.63,1073.91,695.87,1958.74,916.49,979.65,47869.84
5430,1094.98,1862.12,8499.76,9419.71,182.97,3339.18,1654.92,669.4,4730.62,10242.42,3519.8,1216.63,725.21,2113.08,988.55,1050.32,51309.67
5431,1227.06,2232.4,8515.06,9768.29,200.19,3720.05,1920.94,775.27,5098.68,11149.65,3798.86,1383.44,752.2,2279.93,1066.24,1125.43,55013.69
5432,1331.17,2444.4,8900.81,10295.79,214.36,3987.79,2071.14,848.75,5453.88,11936.07,4056.19,1500.87,796.18,2449.1,1146.65,1206.81,58639.96
5433,1385,2536.11,9253.38,10694.29,222.62,4136.17,2144.46,883.02,5669.82,12400.62,4213.98,1559.59,828.04,2549,1193.87,1256.17,60926.14
5434,1423.44,2606.81,9485.09,10966.5,228.53,4245.18,2201.12,908.08,5820.9,12730.19,4325.23,1602.53,849.55,2618.24,1226.49,1290.17,62528.05
5435,1416,2592.46,9270.18,10743.75,225.41,4181.17,2167.59,906.8,5747.91,12562.49,4263.19,1591.22,835.55,2594.82,1216.82,1277.9,61593.26
5436,1358.47,2434.09,9119.78,10453.32,216.4,3984.36,2037.26,863.77,5552,12086.31,4109.63,1516.9,815.41,2513.05,1179.69,1239.96,59480.4
5437,1289.78,2183.88,9382.69,10455.55,207.89,3763.2,1856.21,801.41,5407.77,11666.17,3991.67,1419.98,817.8,2453.37,1153.09,1216.89,58067.35
5438,1250.8,2021.9,9597.74,10492.52,202.89,3622.69,1735.01,764.09,5335.09,11429.18,3927.57,1360.98,823.27,2427.28,1142.24,1208.41,57341.66
5439,1219.81,1937.29,9516.5,10336.94,198.07,3517.84,1665.79,740.93,5229.76,11173.84,3845.27,1321.14,812.37,2383.05,1122.11,1187.89,56208.6
5440,1232.2,1950.23,9606.29,10425.16,199.69,3541.35,1672.79,748.42,5278.56,11269.97,3878.42,1332.68,820.34,2408.12,1134.33,1200.49,56699.04
5441,1242.45,1992.69,9334.17,10200.87,198.54,3525,1677.04,762.74,5242.47,11201.98,3844.39,1344.52,806.38,2402.16,1132.81,1195.38,56103.59
5442,1239.7,2007.31,9025.27,9919.79,195.68,3475.66,1661.91,767.67,5164.49,11040.04,3780.05,1341.53,787.62,2376.11,1121.75,1180.72,55085.3
5443,1206.47,1976.28,8715.9,9620.75,190.71,3401.42,1639.34,749.12,5017.56,10747.39,3677.31,1310.25,762.34,2304.05,1087.01,1144.08,53549.98
5444,1178.71,1925.2,8754.9,9629.33,188.8,3373.49,1624.69,726.72,4961.2,10634.04,3645.61,1282.73,758.75,2266.37,1067.67,1126.57,53144.78
5445,1122.67,1825.41,8347.07,9167.56,179.54,3202.28,1537.44,691.75,4724.28,10117.5,3469.01,1219.76,723.25,2160.71,1018.28,1074.27,50580.78
5446,1038.87,1674.2,7975.02,8710.58,168.32,3001.8,1434.63,634.41,4430.09,9484.93,3259.7,1129.16,684.01,2017.2,949.54,1004.39,47596.85
5447,949.03,1506.78,7730.81,8366.61,157.81,2816.77,1337.07,569.57,4152.17,8889.72,3068.34,1033.27,650.98,1873.58,879.7,935.35,44917.56
5448,878.77,1362.16,7542.04,8079.42,148.99,2651.2,1242.69,518.46,3930.26,8399.14,2910.56,954.83,625.49,1764.06,827.11,883.09,42718.27
5449,839.12,1280.03,7426.3,7907.5,143.88,2554.82,1187.64,489.8,3802.38,8115.76,2819.02,910.29,610.57,1701.73,797.32,853.3,41439.46
5450,824.35,1246.39,7388.03,7843.64,141.89,2515.31,1163.62,478.91,3754.78,8007.14,2784.11,892.96,605.32,1679.4,786.75,842.73,40955.33
5451,822.61,1238.05,7405.91,7851.95,141.72,2509.36,1157.81,477.03,3753.27,7999.55,2782.53,890.21,606.05,1678.94,786.61,842.78,40944.38
5452,828.13,1242.32,7496.29,7939.1,142.95,2529.92,1165.34,479.3,3787.4,8069.96,2808.22,895.84,612.53,1693.43,793.32,850.31,41334.36
5453,846.06,1270.11,7633.19,8087.03,145.79,2579.78,1188.52,490.21,3863.2,8231.21,2863.58,915.06,624.34,1728.4,809.86,867.74,42144.08
5454,906.51,1385.71,7858.72,8383.72,153.7,2723.98,1265.9,532.65,4066.97,8674.17,3008.6,981.35,650.07,1828.12,857.62,915.91,44193.7
5455,1022.37,1575.42,8321.8,8935.6,167.73,2958.29,1375.48,612.43,4453.16,9480.41,3273.6,1100.81,701.58,2027.16,954.47,1013.06,47973.37
5456,1126.25,1770.28,8491.59,9223.3,178.66,3146.49,1475.63,689.82,4746.25,10103.03,3469.15,1210.1,733.2,2186.24,1032.76,1088.9,50671.65
5457,1206.44,1924.6,8754.12,9581.89,188.77,3330.29,1574.95,746.9,5007.43,10670.48,3653.48,1297.67,765.21,2316.12,1095.26,1151.45,53265.06
5458,1279.55,2055.81,9106.6,10007.27,198.84,3510.95,1667.24,796.29,5270.99,11237.98,3842.21,1377.02,801.03,2443.09,1155.89,1213.44,55964.2
5459,1285.89,2085.84,9022.3,9957.63,199.26,3527.35,1685.59,803.5,5271.6,11253.78,3843.35,1386.7,797.25,2443.71,1156.16,1212.71,55932.62
5460,1212.81,1967.08,8825.57,9705.61,191.54,3404.44,1629.78,751.19,5052.78,10804.57,3699.26,1313.19,770.26,2323.71,1096.88,1154.59,53903.26
5461,1145.14,1829.36,8766.81,9553.75,184.52,3277.77,1556.71,699.4,4870.92,10409.4,3577.26,1240.15,752.83,2225.22,1048.51,1108.23,52245.98
5462,1105.91,1728.33,8851.91,9552.72,180.84,3200.78,1501.18,666.29,4787.95,10211.28,3521.13,1194.38,749.9,2179.22,1025.92,1087.89,51545.63
5463,1086.67,1673.74,9006.46,9656.96,180.09,3183,1481.63,647.51,4774.17,10172.52,3517,1172.59,755.03,2164.35,1017.85,1082.34,51571.91
5464,1120.3,1743.39,9234.39,9931.8,185.91,3296.81,1544.92,669.14,4915.75,10491.14,3625.25,1212.6,775.22,2224.93,1045.76,1112.02,53129.33
5465,1163.53,1842.94,9259.97,10034.15,190.78,3392.73,1605.53,702.79,5033.25,10758.79,3707.7,1262,785.58,2284.95,1074.74,1139.87,54239.3
5466,1187.15,1910.25,8986.94,9823.93,190.77,3394.63,1619.42,727.56,5028.99,10756.77,3693.37,1287.46,774.35,2298.15,1082.9,1143.8,53906.44
5467,1191.38,1938.71,8822.01,9695.28,190.19,3391.89,1629.09,734.86,5004.81,10718.1,3673.84,1294.19,765.45,2290.46,1079.64,1138.58,53558.48
5468,1170.53,1898.97,8782.01,9630.57,187.9,3351.58,1607.28,719.47,4944.27,10588.32,3632.78,1272.01,758.75,2258.36,1063.92,1123.27,52989.99
5469,1119.78,1798.69,8536.8,9321.25,180.48,3211.79,1530.9,684.93,4757.7,10176.31,3495.83,1214.58,733.95,2171.9,1023.11,1081.29,51039.29
5470,1022.98,1615.08,8211.84,8884.33,168.3,2992.12,1413.57,616.26,4441.23,9491.55,3273.05,1109.41,694.8,2014.08,947.09,1005.19,47900.88
5471,939.7,1483.47,7906.39,8521.87,158.74,2837.84,1344.65,558.45,4172.44,8937.7,3092.07,1025.19,659.3,1871.74,877.35,935.74,45322.64
5472,884.81,1360.89,7815.36,8339.48,152.06,2707.52,1265.3,517.07,4009.82,8570.13,2976.02,962.46,642.78,1791.36,838.82,897.93,43731.81
5473,867.27,1319,7785.42,8276.15,149.78,2661.37,1236.14,503.81,3956.49,8446.76,2936.97,941.67,637.48,1766.16,826.88,886.14,43197.49
5474,869.77,1320.81,7859.74,8348.74,150.72,2678.78,1243.72,504.09,3980.46,8498.57,2956.39,944.73,642.33,1774.67,830.56,890.68,43494.76
5475,901.73,1401.73,7996.81,8552.83,156.01,2790.34,1313.5,526.68,4100.25,8781.92,3049.84,985.17,656.71,1824.66,853.34,914.42,44805.94
5476,997.11,1553.32,8752.4,9372.68,171.63,3068.37,1445.36,584.36,4512.2,9662.75,3353.31,1088.71,720.9,2011.63,941.29,1007.69,49243.71
5477,1202.48,1861.33,10234.45,10966.42,202.77,3602.68,1686.08,711.2,5355.07,11436.38,3960.82,1304.44,850.97,2409.23,1130.43,1205.75,58120.5
5478,1375.11,2205.08,11099.49,12053.79,228.5,4090.18,1953.59,828.03,5998.6,12861.39,4435.7,1501.01,937.08,2704.49,1269.41,1349.25,64890.7
5479,1490.28,2582.54,11128.82,12454.97,246.21,4511.39,2260.82,921.56,6344.54,13767.94,4717.52,1660.69,960.88,2840.57,1329.58,1408.86,68627.17
5480,1545.87,2779.88,11120.16,12648.38,255.19,4732.6,2426.47,967.59,6511.44,14220.82,4857.75,1741.24,970.82,2901.93,1355.94,1435.04,70471.12
5481,1586.63,2841.85,11587.71,13138.5,263.39,4882.79,2497.58,989.12,6723.35,14679.12,5019.72,1787.19,1006.69,2991,1396.87,1480.17,72871.68
5482,1618.41,2904.86,11793.64,13384.6,268.65,4983.55,2552.34,1009.66,6853.65,14969.13,5117.97,1824.14,1025.25,3048.22,1423.44,1508.21,74285.72
5483,1613.7,2870.9,11645.14,13194.17,265.39,4901.18,2496.19,1008.44,6794.82,14807.46,5060,1810.36,1016,3037.45,1420.7,1502.95,73444.85
5484,1576.36,2728.9,11743.28,13141.93,259.97,4760.53,2383.98,975.29,6702.65,14540.45,4981.5,1755.4,1014.75,3003.45,1406.2,1489.58,72464.22
5485,1535.92,2634.16,11797.57,13121.61,256.23,4687.54,2335.06,942.14,6612.16,14334.24,4921.82,1710.11,1009.63,2952.33,1380.9,1466.4,71697.82
5486,1501.67,2616.25,11489.98,12845.48,251.89,4635.69,2332.05,923.18,6468.94,14066.74,4827.48,1681.66,984.04,2876.04,1343.29,1427.39,70271.77
5487,1459.13,2561.31,11084.62,12430.87,244.72,4514.69,2281.61,899.2,6272.53,13657.07,4684.09,1637.54,951.29,2786.06,1300.82,1381.94,68147.49
5488,1460.42,2550.29,11047.41,12375.33,243.79,4486.32,2259.76,900.63,6261.05,13615.17,4668.7,1634.77,949.58,2788.29,1302.95,1383.14,67927.6
5489,1454.56,2452.02,11121.19,12311.98,240.11,4360.15,2147.69,892.15,6232.49,13461.65,4621.93,1607.78,953.75,2801.01,1312.89,1392.01,67363.36
5490,1440.1,2307.33,11216.67,12215.39,234.55,4179.98,1991.3,875.71,6177.17,13219.55,4548.12,1564.56,957.78,2808.43,1321.44,1399.39,66457.47
5491,1403.36,2229.87,10936.03,11881.53,227.78,4045.74,1916.27,852.76,6013.95,12849.69,4421.59,1520,933.9,2740.72,1290.56,1366.06,64629.81
5492,1358.71,2159.33,10638.98,11554.84,221.13,3930.27,1862.4,824.54,5835.71,12472.33,4293.19,1472.61,907.12,2656.4,1250.44,1324.27,62762.27
5493,1257.02,1996.77,9864.81,10710.51,204.79,3639.99,1724.53,762.32,5404.25,11550.3,3976.46,1362.52,840.52,2459.1,1157.45,1226.04,58137.38
5494,1128.61,1788.21,9129.46,9880.45,186.77,3328.13,1576.93,678.63,4920.08,10525.95,3631.49,1226.74,770.52,2225.03,1045.4,1110.61,53153.01
5495,1017.97,1580.47,8771.99,9398.2,173.11,3083.92,1447.53,599.9,4562.75,9755.94,3381.54,1107.35,726.59,2045.05,958.47,1023.86,49634.64
5496,955.3,1448.27,8595.33,9128.99,165,2929.21,1357.97,554.4,4361.44,9307.2,3236.81,1036.41,703.4,1947.49,911.89,977.3,47616.41
5497,929.27,1395.84,8471.19,8970.39,161.16,2856.3,1317.62,536.61,4265.73,9094.95,3166.28,1006.73,690.75,1903.42,891.12,955.94,46613.3
5498,925.09,1389.39,8471.69,8968.21,160.87,2852.76,1316.44,533.39,4256.29,9076.9,3161.04,1002.8,689.89,1897.17,887.9,952.96,46542.79
5499,953.34,1465.76,8567.67,9130.71,165.49,2952.6,1381.34,554.01,4357.66,9321.52,3240.72,1039.32,701.07,1938.94,906.82,972.53,47649.5
5500,1037.8,1603.79,9201.54,9827.43,179.1,3196.21,1498.79,605.93,4714.89,10087.72,3503.58,1131.37,755.83,2101.71,983.43,1053.46,51482.58
5501,1222.44,1886.25,10452.46,11187.4,206.41,3665,1712.17,721.82,5454.02,11643.73,4034.14,1325.38,867.93,2453.25,1151.05,1228.13,59211.58
5502,1384.27,2216.65,11196.62,12152.54,230.14,4118.32,1965.41,832.99,6043.33,12955,4468.74,1510.57,944.72,2724.51,1278.79,1359.39,65381.99
5503,1498.49,2592.97,11214.94,12542.57,247.67,4536.42,2271.35,926.02,6384.3,13851.31,4746.96,1669.3,967.65,2858.44,1337.94,1417.92,69064.25
5504,1552.02,2787.81,11183.47,12712.97,256.28,4751.21,2434.3,970.96,6541,14282.83,4879.55,1747.69,975.84,2915.27,1362.18,1441.81,70795.19
5505,1581.78,2836.14,11529.21,13079.8,262.46,4866.8,2490.96,986.68,6698.05,14626.08,5000.85,1782.16,1002.22,2979.93,1391.71,1474.51,72589.34
5506,1620.52,2907.72,11812.09,13403.72,268.99,4989.4,2554.84,1010.89,6863.04,14988.74,5124.77,1826.3,1026.79,3052.56,1425.5,1510.41,74386.28
5507,1621.26,2880.57,11723.34,13273.92,266.73,4924.07,2505.82,1012.55,6831.2,14883.75,5086.85,1818.29,1022.16,3053.8,1428.37,1511.23,73843.91
5508,1592.09,2748.65,11912.69,13313.89,262.82,4809.29,2404.42,983.75,6780.04,14702.74,5038.78,1771.9,1027.98,3037.99,1422.37,1507.12,73316.52
5509,1534.68,2632.85,11778.92,13103.19,255.96,4682.82,2333.14,941.59,6604.81,14318.77,4916.18,1708.77,1008.28,2949.22,1379.47,1464.81,71613.46
5510,1491.01,2603.26,11367.58,12722.02,249.89,4601.41,2317.78,917.65,6414.76,13953.01,4787.15,1670.42,974.61,2852.1,1332.13,1415.21,69669.99
5511,1458.51,2560.83,11074.02,12420.41,244.58,4512.16,2280.6,898.96,6268.54,13648.73,4681.07,1636.89,950.54,2784.44,1300.08,1381.09,68101.45
5512,1451.08,2538.97,10939.62,12266.56,242.03,4456.2,2247.23,895.78,6213.36,13515.29,4633.27,1624.97,941.28,2767.32,1293.13,1372.42,67398.51
5513,1443.22,2438.27,10990.32,12180.03,237.98,4323.57,2132.48,886.26,6174.6,13340.14,4578.87,1595.83,943.68,2775.52,1300.98,1379.02,66720.77
5514,1424.14,2287.89,11033.97,12031.08,231.57,4128.84,1969.99,867.37,6096.21,13049.64,4487.87,1547.81,943.66,2772.72,1304.73,1381.18,65558.67
5515,1392.23,2216.42,10806.48,11751.06,225.67,4009.67,1901.27,846.98,5956.91,12730.1,4379.13,1508.3,923.94,2715.62,1278.83,1353.27,63995.88
5516,1351.25,2150.43,10550.76,11466.05,219.71,3905.85,1852.27,820.69,5797.2,12391.43,4264.43,1464.75,900.38,2639.49,1242.55,1315.66,62332.9
5517,1244.15,1981.12,9717.14,10561.59,202.38,3598.73,1707.33,755.64,5338.84,11413.21,3927.83,1348.97,829.17,2430.26,1143.97,1211.33,57411.66
5518,1110.1,1765.46,8920.13,9668.96,183.33,3269.2,1552.35,668.91,4826.66,10330.02,3562.08,1207.34,754.36,2183.68,1026.08,1089.57,52118.23
5519,1011.85,1573.1,8701.53,9327.07,171.96,3064.23,1439.34,596.73,4531.56,9690.51,3358.34,1100.93,721.14,2031.33,952.04,1016.85,49288.51
5520,949.43,1441.06,8527.96,9060.97,163.9,2910.34,1350.1,551.32,4331.51,9244.41,3214.55,1030.24,698.17,1934.31,905.71,970.58,47284.56
5521,925.82,1391.67,8431.28,8930.14,160.52,2845.17,1312.99,534.84,4248.13,9057.97,3153.17,1003.1,687.68,1895.67,887.51,952,46417.66
5522,924.86,1389.23,8467.79,8964.32,160.82,2851.81,1316.08,533.32,4254.94,9073.93,3159.95,1002.59,689.63,1896.61,887.65,952.68,46526.21
5523,954.58,1467.42,8579.85,9143.17,165.7,2956.26,1382.9,554.7,4363.55,9333.79,3245.04,1040.64,702.05,1941.59,908.08,973.88,47713.2
5524,1041.02,1607.95,9235.4,9861.86,179.67,3206.05,1502.93,607.7,4730.57,10120.49,3515.16,1134.77,758.51,2108.72,986.74,1057.02,51654.56
5525,1217.44,1880.24,10393.24,11127.78,205.46,3648.58,1705.37,719.23,5428.08,11589.32,4014.81,1320.12,863.42,2441.89,1145.75,1222.31,58923.04
5526,1382.47,2214.65,11171.82,12127.85,229.76,4111.83,1962.76,832.13,6033.09,12933.65,4461.08,1508.69,942.86,2720.16,1276.77,1357.16,65266.73
5527,1490.61,2583.47,11122.29,12449.32,246.18,4510.73,2260.69,921.96,6343.71,13766.09,4716.68,1661.01,960.54,2840.57,1329.63,1408.81,68612.29
5528,1535.57,2767.7,10995.55,12523.27,253.21,4698.48,2412.34,962.37,6457.5,14107.72,4817.48,1730.4,961.33,2878.39,1344.97,1423.02,69869.3
5529,1564.62,2815.19,11333.74,12882.45,259.26,4811.93,2468.08,977.71,6611.1,14443.87,4936.22,1764.1,987.15,2941.53,1373.75,1454.97,71625.67
5530,1601.7,2884.72,11598.21,13187.75,265.49,4929.27,2529.78,1001.06,6767.81,14789.07,5053.98,1806.59,1010.28,3010.48,1405.83,1488.97,73330.99
5531,1593.77,2846.88,11412.97,12960.3,261.63,4836.64,2469.35,998.17,6692.65,14593.22,4983.93,1789.45,998.17,2992.5,1399.71,1480.04,72309.38
5532,1556.72,2705.12,11514.59,12911.51,256.27,4696.9,2357.53,965.15,6601.94,14329.46,4906.52,1734.74,997.21,2959.17,1385.53,1467.02,71345.38
5533,1503.3,2594.25,11426.1,12746.56,250.15,4583.23,2291.57,925.1,6446.86,13987.73,4798.95,1675.81,980.98,2879.32,1346.78,1429.24,69865.93
5534,1470.15,2577.62,11131.65,12483.64,246.01,4534.99,2290.06,906.7,6309.37,13732.19,4708.9,1648.52,956.36,2805.53,1310.34,1391.49,68503.52
5535,1443.57,2542.62,10904.49,12249.29,241.8,4464.51,2260.75,891.19,6193.14,13490.66,4624.96,1621.22,937.43,2751.1,1284.49,1364.12,67265.34
5536,1438.7,2523.87,10798.12,12123.78,239.72,4416.57,2230.73,889.37,6150.62,13383.67,4586.57,1612,930.37,2739.63,1280.21,1358.33,66702.26
5537,1434.52,2427.78,10888.89,12077.81,236.34,4295.39,2120.76,881.81,6130.01,13246.75,4545.63,1586.72,935.9,2755.88,1291.83,1369.01,66225.03
5538,1422.15,2285.74,11005.74,12003.06,231.14,4121.53,1967.02,866.44,6084.73,13025.6,4479.23,1545.67,941.63,2767.83,1302.5,1378.66,65428.67
5539,1394.79,2219.95,10829.25,11774.7,226.1,4016.84,1904.36,848.46,5968.44,12754.13,4387.5,1510.99,925.8,2720.95,1281.34,1355.96,64119.56
5540,1357.86,2158.89,10618.41,11535.08,220.87,3925.76,1860.67,824.33,5828.87,12457.93,4287.77,1471.66,905.73,2653.74,1249.24,1322.86,62679.67
5541,1248.5,1986.78,9760,10605.57,203.13,3611.51,1712.75,758.06,5359.29,11455.92,3942.83,1353.52,832.59,2439.5,1148.31,1216.02,57634.28
5542,1119.5,1777.33,9020.38,9770.86,185.02,3298.15,1564.5,673.98,4872.7,10426.5,3596.13,1217.19,762.2,2204.25,1035.7,1100.02,52624.41
