time,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH
15,0,0,0.002125,0.000242857,0,0.0001,0,0,0,0.0002,0.001466667,0,0.0019,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0007,0,0.0108,0.0169,0,0,0,0,0,0,0,0,0,0.005266667,0,0.0005
32,0.0068,0.0083,0.0726,0.09,0.0381,0.006133333,0.0264,0.0069,0.014775,0.00354,0.006366667,0.0249,0.0072,0.024133333,0.011,0.0118
33,0.0136,0.0081,0.10575,0.145414286,0.1486,0.0138,0.1069,0.0404,0.077375,0.03536,0.0191,0.0872,0.0139,0.0284,0.0245,0.0319
34,0.0388,0.0374,0.11025,0.148642857,0.2362,0.019666667,0.2124,0.0921,0.1738,0.10796,0.0298,0.1424,0.026,0.033633333,0.0659,0.0321
35,0.0756,0.0788,0.08845,0.105814286,0.2503,0.036533333,0.2271,0.1099,0.221675,0.15346,0.039633333,0.1741,0.0394,0.033766667,0.154,0.03
36,0.0962,0.0724,0.0595,0.056157143,0.2616,0.0505,0.2254,0.1145,0.21145,0.13652,0.051133333,0.17,0.0371,0.049733333,0.179,0.0449
37,0.0681,0.0481,0.0374,0.026414286,0.1788,0.033366667,0.1382,0.0797,0.154575,0.15986,0.044133333,0.0871,0.0174,0.052666667,0.1093,0.0391
38,0.011,0.0075,0.013425,0.005542857,0.0416,0.013833333,0.0152,0.0108,0.04595,0.07942,0.018166667,0.0084,0.0083,0.0107,0.0237,0.0086
39,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0028,0.0021,0.00585,0.008442857,0,0,0,0.0002,0,0,6.67E-05,0,0,0.004933333,0.0006,0.0004
56,0.0326,0.0314,0.0538,0.060114286,0.007,0.006533333,0.0161,0.0157,0.01005,0.004,0.005633333,0.0076,0.0046,0.0341,0.0211,0.0137
57,0.0569,0.0571,0.063825,0.101171429,0.0316,0.019,0.0445,0.0325,0.029175,0.01528,0.018133333,0.0244,0.0184,0.0443,0.034,0.0229
58,0.0629,0.0634,0.067225,0.070442857,0.0477,0.03,0.077,0.0455,0.0472,0.02314,0.028933333,0.0421,0.03,0.047833333,0.0457,0.0316
59,0.0613,0.0603,0.061,0.0495,0.0668,0.031,0.0712,0.0471,0.05225,0.02644,0.0294,0.0411,0.0257,0.045133333,0.0481,0.0313
60,0.0515,0.0563,0.041975,0.038028571,0.0641,0.026033333,0.0526,0.0299,0.053325,0.074,0.025066667,0.0324,0.0191,0.0315,0.0407,0.0243
61,0.0288,0.0352,0.02125,0.020542857,0.0378,0.0462,0.0257,0.0108,0.039375,0.0965,0.029066667,0.0138,0.0034,0.0158,0.0276,0.0179
62,0.0027,0.003,0.00495,0.006485714,0.0054,0.030533333,0.0009,0.0001,0.010075,0.02628,0.009666667,0.001,0.0037,0.003633333,0.0082,0.0167
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.0045,0.0048,0.0046,0.004914286,0,0.000566667,0,0.001,0,0,0.000933333,0,0.0002,0.001,0.0008,0.0013
80,0.0415,0.0373,0.06115,0.043471429,0.0175,0.0398,0.0195,0.0419,0.0189,0.0386,0.0549,0.0264,0.0439,0.023966667,0.0295,0.0299
81,0.0614,0.0394,0.137175,0.082285714,0.0663,0.114466667,0.0643,0.1516,0.06865,0.13628,0.175233333,0.0932,0.1197,0.055166667,0.0633,0.059
82,0.0774,0.0516,0.2402,0.108585714,0.1214,0.1978,0.134,0.2572,0.122675,0.23612,0.293066667,0.1726,0.2093,0.0768,0.0981,0.0828
83,0.1236,0.1031,0.2745,0.111928571,0.139,0.220266667,0.1756,0.2978,0.1496,0.27832,0.358466667,0.2066,0.3153,0.073266667,0.1261,0.0916
84,0.1404,0.1351,0.25405,0.1048,0.1811,0.201466667,0.1651,0.2648,0.148775,0.26222,0.3424,0.1749,0.3521,0.059,0.1338,0.0803
85,0.1098,0.1183,0.1847,0.071385714,0.126,0.148033333,0.1112,0.1585,0.11185,0.19478,0.257133333,0.1019,0.2811,0.042566667,0.1058,0.0551
86,0.0262,0.0296,0.083775,0.025557143,0.0375,0.064933333,0.0262,0.0295,0.03705,0.07838,0.113966667,0.0201,0.1406,0.0107,0.0287,0.0165
87,0,0,0.003725,0,0,0.000366667,0,0,0,0.00064,0.0034,0,0.0078,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0.023,0.021128571,0,0.007266667,0,0,0.0002,0.00034,0.004366667,0,0.0022,0.001566667,0.002,0.006
104,0.0076,0.0064,0.175925,0.133242857,0.0095,0.135333333,0.0078,0.0026,0.0218,0.05324,0.104366667,0.0052,0.074,0.036466667,0.0559,0.0983
105,0.0181,0.0145,0.33655,0.274928571,0.019,0.297133333,0.0265,0.0119,0.053825,0.15248,0.277766667,0.02,0.2048,0.098366667,0.1328,0.2672
106,0.0221,0.0139,0.44925,0.407457143,0.0311,0.4066,0.0342,0.021,0.06435,0.23388,0.424233333,0.033,0.4169,0.154266667,0.1639,0.3699
107,0.0204,0.0115,0.479525,0.440128571,0.0447,0.430633333,0.0387,0.0253,0.0708,0.25886,0.462166667,0.0428,0.4665,0.172033333,0.1363,0.3884
108,0.0146,0.0085,0.443225,0.400285714,0.049,0.3868,0.0346,0.0247,0.066375,0.23354,0.4291,0.0351,0.4369,0.128266667,0.0895,0.3335
109,0.0073,0.0036,0.3456,0.295342857,0.0337,0.2791,0.0173,0.0137,0.0448,0.14388,0.335033333,0.017,0.3467,0.068533333,0.044,0.182
110,0.0002,0,0.184025,0.129028571,0.0092,0.129466667,0.0028,0.0005,0.0129,0.04084,0.1759,0.0024,0.1936,0.017266667,0.0091,0.0597
111,0,0,0.012125,0.001428571,0,0.002066667,0,0,0,0.00018,0.009966667,0,0.0175,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.0061,0.0035,0.0411,0.041614286,0,0.0053,0,0.0017,0.001125,0.00052,0.004933333,0,0.0074,0.0221,0.0087,0.017
128,0.0713,0.0542,0.237525,0.189714286,0.0314,0.1102,0.0458,0.0519,0.0567,0.05724,0.11,0.0249,0.141,0.152066667,0.1128,0.1567
129,0.173,0.1393,0.3774,0.352057143,0.0821,0.266266667,0.1427,0.1434,0.139975,0.12434,0.2279,0.0784,0.2565,0.291766667,0.2284,0.314
130,0.2696,0.2327,0.446475,0.448042857,0.1216,0.345666667,0.2039,0.2106,0.201925,0.16954,0.292166667,0.1142,0.3115,0.377,0.3098,0.4004
131,0.2913,0.2621,0.4421,0.4638,0.1159,0.348366667,0.1904,0.2286,0.212575,0.17028,0.296866667,0.1129,0.3023,0.389166667,0.322,0.4043
132,0.253,0.2336,0.366,0.413342857,0.0877,0.274766667,0.1198,0.1869,0.169275,0.13468,0.234966667,0.0735,0.2451,0.324533333,0.2787,0.3511
133,0.157,0.1435,0.2376,0.2918,0.0469,0.1486,0.0534,0.0921,0.08655,0.08574,0.1469,0.0334,0.1591,0.201966667,0.1803,0.236
134,0.0364,0.031,0.090925,0.113214286,0.0106,0.0466,0.0094,0.0138,0.021,0.0354,0.062233333,0.0048,0.0721,0.055966667,0.0478,0.0712
135,0,0,0.004275,0.000814286,0,0.0002,0,0,0,0.00036,0.002633333,0,0.0051,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.0023,0,0.002125,0.005785714,0,0.000133333,0,0,0,0,0.000166667,0,0,0.005366667,0.0003,0.0003
152,0.0132,0.0074,0.03295,0.036728571,0.0388,0.021833333,0.0152,0.0104,0.0221,0.01796,0.022466667,0.0161,0.0156,0.028633333,0.0208,0.0208
153,0.0306,0.0288,0.072775,0.075828571,0.0843,0.065666667,0.0529,0.0338,0.054925,0.05,0.069733333,0.0564,0.0519,0.0473,0.0616,0.052
154,0.0517,0.0592,0.10775,0.109357143,0.1678,0.096066667,0.0994,0.0571,0.100775,0.08972,0.135166667,0.0925,0.1137,0.069366667,0.1096,0.0986
155,0.0616,0.0795,0.13635,0.123385714,0.2589,0.102866667,0.1483,0.0821,0.153725,0.13864,0.2257,0.1253,0.1912,0.082866667,0.1267,0.1152
156,0.0554,0.0716,0.13125,0.106985714,0.1393,0.1012,0.181,0.0727,0.141575,0.13426,0.255466667,0.1367,0.1912,0.0763,0.1117,0.0952
157,0.0338,0.0376,0.096675,0.071871429,0.0601,0.079333333,0.0896,0.0506,0.08295,0.08116,0.2054,0.0877,0.1235,0.0498,0.072,0.0577
158,0.006,0.0048,0.043125,0.026042857,0.017,0.033066667,0.0132,0.0096,0.0217,0.029,0.077966667,0.0117,0.0533,0.012066667,0.0233,0.0165
159,0,0,0.000825,7.14E-05,0,0.000233333,0,0,0,0.00018,0.002033333,0,0.0011,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.001,0,0.005575,0.007842857,0,0,0,0,0,0,1.00E-04,0,0,0.003666667,0,0
176,0.0118,0.0081,0.06105,0.046242857,0,0.008733333,0,0.0008,0.00135,0.00172,0.0122,0,0.01,0.028733333,0.005,0.0095
177,0.0205,0.0104,0.1329,0.092671429,0.0019,0.0249,0.0027,0.0045,0.00635,0.00636,0.0308,0.0046,0.0201,0.039433333,0.014,0.0194
178,0.024,0.0159,0.1738,0.145657143,0.0074,0.035733333,0.0071,0.0087,0.009725,0.01064,0.040466667,0.0144,0.0273,0.0446,0.0256,0.0327
179,0.0256,0.0225,0.168875,0.164385714,0.0089,0.035133333,0.009,0.0109,0.00995,0.01382,0.0402,0.0253,0.027,0.0399,0.0304,0.0413
180,0.0157,0.0118,0.125425,0.125614286,0.0052,0.0288,0.0066,0.007,0.007325,0.01324,0.0331,0.0227,0.0289,0.030233333,0.0208,0.0389
181,0.0045,0.002,0.079525,0.067214286,0.0029,0.016633333,0.0028,0.0019,0.0048,0.00776,0.019766667,0.0069,0.0161,0.017233333,0.0103,0.0256
182,0,0,0.032875,0.0211,0.0002,0.003866667,0,0,0.000475,0.00106,0.007033333,0,0.0054,0.002766667,0.0017,0.0065
183,0,0,0.000825,0.0002,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.0037,0.0008,0.00155,0.0064,0,0.0014,0,0,0.00015,0,3.33E-05,0,0,0.021033333,0.0043,0.0067
200,0.0151,0.0126,0.0239,0.064771429,0,0.008533333,0,0.0014,0.0006,0.00018,0.0072,0,0.0086,0.0574,0.0197,0.0594
201,0.0177,0.0114,0.083875,0.095257143,0.0021,0.0044,0,0.0049,0.001625,0.002,0.010933333,0.0054,0.0054,0.048566667,0.0137,0.025
202,0.0076,0.0051,0.116175,0.114928571,0.0146,0.007466667,0.0105,0.0069,0.007925,0.00688,0.0171,0.0408,0.0097,0.026733333,0.0112,0.0132
203,0.0086,0.0087,0.0711,0.090057143,0.0425,0.013166667,0.0597,0.0175,0.022525,0.0112,0.026666667,0.0888,0.011,0.011333333,0.0134,0.0054
204,0.0091,0.0103,0.023325,0.034014286,0.054,0.0145,0.0595,0.0478,0.0375,0.02868,0.031533333,0.0683,0.0138,0.005066667,0.0108,0.0029
205,0.0106,0.0092,0.01095,0.009985714,0.0275,0.0155,0.0183,0.0261,0.0293,0.03242,0.027866667,0.0228,0.0153,0.0032,0.0146,0.0038
206,0.001,0.0007,0.004425,0.001342857,0.0104,0.006633333,0.0036,0.0021,0.0084,0.00776,0.007,0.0041,0.004,0.000866667,0.0034,0.004
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0.001575,0.002457143,0,1.00E-04,0,0,0,0,0.000233333,0,0,0,0,0
224,0.0037,0.0039,0.03925,0.031428571,0.0004,0.018233333,0.0001,0.0019,0.004125,0.00678,0.022066667,0,0.016,0.0095,0.011,0.0139
225,0.0092,0.0055,0.079725,0.085228571,0.0032,0.052833333,0.0042,0.0068,0.00985,0.02282,0.058833333,0.0019,0.0365,0.035466667,0.0381,0.0408
226,0.0271,0.02,0.085925,0.121285714,0.0054,0.078,0.0063,0.0079,0.015925,0.02588,0.068866667,0.0049,0.0517,0.080666667,0.0532,0.0695
227,0.0375,0.0287,0.09435,0.120257143,0.0111,0.062833333,0.0067,0.0089,0.01695,0.02218,0.056366667,0.0057,0.0525,0.098133333,0.0589,0.0847
228,0.0259,0.0199,0.103975,0.0963,0.0046,0.028233333,0.0033,0.0057,0.01135,0.01354,0.0405,0.0087,0.0331,0.085966667,0.0562,0.0562
229,0.0116,0.0082,0.0698,0.0604,0.0178,0.011633333,0.0099,0.0029,0.014175,0.00924,0.017,0.028,0.0126,0.040133333,0.0171,0.017
230,0.0001,0,0.01965,0.0213,0.0286,0.0025,0.0158,0.0014,0.013775,0.00618,0.0056,0.0122,0.0025,0.0026,0.0017,0.001
231,0,0,0.000175,0.000114286,0,0,0,0,0,4.00E-05,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.0043,0.0013,0.009025,0.006128571,0,0.003433333,0,0,2.50E-05,0,0.0038,0,0.0023,0.014166667,0.0042,0.0078
248,0.0267,0.0149,0.091475,0.064614286,0.0087,0.0526,0.0104,0.0155,0.0127,0.01434,0.066133333,0.0092,0.0637,0.088766667,0.0401,0.0539
249,0.0438,0.0357,0.16415,0.150585714,0.026,0.0984,0.0285,0.0371,0.0326,0.04694,0.1206,0.0307,0.1444,0.104,0.0668,0.078
250,0.059,0.0637,0.21555,0.226385714,0.0458,0.114733333,0.0462,0.0543,0.052,0.08094,0.164166667,0.0506,0.2512,0.089366667,0.0826,0.0832
251,0.0586,0.0608,0.2382,0.177142857,0.0546,0.135933333,0.0568,0.0613,0.058875,0.09416,0.232633333,0.0623,0.3143,0.0594,0.0737,0.0572
252,0.0413,0.0361,0.2628,0.112542857,0.0518,0.1149,0.0652,0.0498,0.0534,0.07826,0.2495,0.0557,0.2934,0.043333333,0.0577,0.0453
253,0.0197,0.0146,0.1946,0.079085714,0.042,0.082166667,0.0313,0.0265,0.038225,0.05146,0.192466667,0.0271,0.2338,0.023366667,0.0315,0.0337
254,0.0021,0.0012,0.0784,0.034828571,0.0162,0.034066667,0.0065,0.0024,0.01255,0.0162,0.053866667,0.0047,0.0595,0.005066667,0.0082,0.0129
255,0,0,0.0037,0.0002,0,3.33E-05,0,0,0,0,0.0005,0,0.0012,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0.0004,0,0.003475,0.002542857,0,0,0,0,0,0,0,0,0,0.0018,0,0
272,0.0066,0.0037,0.03905,0.022857143,0.0033,0.005366667,0.0015,0.0009,0.0013,0.00154,0.0098,0.001,0.0164,0.0163,0.004,0.0043
273,0.0118,0.0078,0.104275,0.0509,0.0115,0.023866667,0.0144,0.0048,0.00755,0.0077,0.037533333,0.0101,0.0525,0.027133333,0.012,0.0126
274,0.0169,0.0132,0.2369,0.069857143,0.0074,0.041,0.0159,0.011,0.011675,0.01544,0.055133333,0.0163,0.0695,0.037366667,0.031,0.0311
