time,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
1326,194.1632,2.0724,29.177,57.66027143,6.2694,20.677,10.2795,335.2227,1564.9758,332.208,120.3806667,2591.4954,5.8509,60.6564,352.053,101.2957,5784.437338
1327,184.7072,1.727,14.745125,35.4756,5.9942,13.60486667,12.1841,327.8074,1338.6531,327.3633,99.03013333,2488.9949,4.8411,40.36013333,250.614,60.8293,5206.931458
1328,211.184,2.9673,13.02225,43.49984286,7.396,13.00553333,12.0061,310.9312,1485.052425,364.3522,111.0682,2247.942,7.2468,46.51873333,250.155,63.553,5189.900585
1329,230.7264,3.3598,16.758875,46.67972857,6.751,17.74026667,9.3005,289.7081,1593.90045,400.1107,163.6495667,2116.4586,10.8702,42.95526667,325.431,71.8538,5346.254254
1330,281.1584,3.9721,15.998125,48.59262857,7.2025,22.2952,8.5084,309.6527,1635.0039,453.3255,216.7987667,1970.8372,15.9192,37.45513333,343.332,79.7655,5449.817254
1331,307.6352,4.6001,11.344125,43.05267143,8.3033,23.52383333,9.5675,308.6299,1555.8417,549.066,287.8915,1751.6982,21.4731,37.91993333,298.809,70.6865,5290.042563
1332,276.7456,4.7257,5.974125,30.50702857,8.3936,28.52826667,8.9356,256.2114,1342.20525,597.1285,325.3685,1398.9551,23.9976,36.4868,198.288,49.0266,4591.47767
1333,194.7936,3.3441,2.528375,17.24094286,7.5422,33.50273333,6.8797,178.7343,1113.091575,581.6716,288.9136,931.6942,22.3344,27.888,106.029,27.8855,3544.073826
1334,100.2336,1.5857,0.895,7.4777,6.2393,31.52493333,5.073,104.0699,871.7991,489.853,220.8871667,520.9853,16.1568,16.30673333,50.031,15.8234,2458.941633
1335,49.8016,0.7065,0.067125,3.080514286,5.5212,27.5094,4.0495,53.9527,688.1022,391.421,182.2745,325.174,12.5334,9.7608,29.376,10.8948,1794.225239
1336,25.216,0.3297,0,1.763842857,5.4782,29.0377,4.0673,25.57,685.56495,381.1933,183.0694667,271.4496,16.0083,4.725466667,50.031,14.5264,1698.031226
1337,28.9984,0.3768,0,1.440885714,5.2804,35.63036667,5.2955,19.1775,730.981725,405.4937,183.0694667,311.036,18.8001,2.711333333,119.799,25.94,1894.031177
1338,55.4752,0.6594,0.40275,1.192457143,5.0396,41.7136,6.4258,30.4283,781.98045,376.81,174.2112667,330.8292,19.5129,3.6022,212.058,42.4119,2082.753024
1339,90.7776,1.0519,1.543875,1.714157143,4.5709,48.21636667,6.6305,62.3908,810.39765,350.664,173.9841333,323.7602,18.8298,6.700866667,288.252,63.9421,2253.426849
1340,127.3408,1.2717,3.826125,4.571085714,4.0076,57.6259,6.3546,108.9282,804.054525,331.2852,162.6274667,338.6051,17.1963,11.34886667,343.791,93.5137,2416.348169
1341,155.7088,1.2874,9.08425,10.50852857,3.5432,61.10203333,6.1855,154.1871,794.6667,334.5919,162.0596333,329.4154,18.2655,17.23633333,408.51,126.7169,2593.069179
1342,170.8384,1.1775,14.789875,16.32175714,3.3368,58.67473333,4.6547,175.9216,767.2644,309.4456,135.5986,274.9841,15.147,23.43366667,469.098,150.452,2591.138732
1343,182.816,1.099,16.266625,18.85572857,3.0917,53.64033333,3.8626,188.9623,714.743325,256.7691,103.4592333,272.8634,11.4048,28.5852,492.507,150.452,2499.378345
1344,189.12,1.0205,13.492125,16.74408571,2.9799,47.8268,3.8982,207.3727,719.05665,219.2419,70.41133333,379.6053,6.831,33.2332,512.244,149.6738,2572.751494
1345,196.0544,0.9734,10.15825,14.63244286,3.2766,41.77353333,4.4589,233.7098,850.4862,219.7802,46.44876667,586.727,3.7719,38.19106667,542.079,148.3768,2940.89826
1346,210.5536,1.1932,9.240875,14.13558571,3.6593,40.87453333,5.8473,253.6544,1030.63095,258.6147,45.54023333,838.3834,2.7918,39.9728,560.898,140.9839,3456.974577
1347,223.792,1.5072,9.666,13.34061429,3.569,43.63146667,7.2179,283.3156,1137.7029,309.4456,51.7864,1047.6258,2.5839,38.26853333,542.538,134.2395,3850.230414
1348,239.552,1.8997,13.02225,13.24124286,3.6937,46.80793333,8.277,329.5973,1231.0737,354.7397,60.41746667,1211.6266,2.9403,35.441,509.49,123.7338,4185.553693
1349,259.0944,2.3236,20.159875,15.05477143,4.257,47.94666667,8.5707,384.8285,1373.1597,417.0287,79.0424,1435.7139,4.7223,33.50433333,485.163,116.9894,4687.559246
1350,255.312,2.4649,30.810375,21.29032857,4.7042,50.01436667,8.0901,407.0744,1479.470475,471.8584,108.9104333,1771.4914,8.019,33.3494,452.115,102.2036,5207.178379
1351,118.5152,0.8478,23.874125,13.58904286,4.128,32.7236,6.2122,314.7667,1285.117125,357.4312,94.14676667,2028.0961,5.5836,14.09893333,190.485,45.395,4535.010393
1352,73.7568,0.1884,12.66425,11.03022857,5.2073,38.95666667,6.6127,287.9182,1439.381925,355.8932,110.0461,2311.563,6.4449,4.648,85.833,39.4288,4789.57347
1353,242.704,2.7946,13.715875,19.15384286,9.2235,77.61366667,13.0029,443.6395,2193.960075,608.4328,208.8491,2865.0657,15.7113,9.489666667,299.268,77.82,7100.444526
1354,505.5808,6.9708,13.044625,20.76862857,12.3195,104.0143,21.5024,727.2108,2784.124425,741.316,284.2573667,3526.0172,21.5028,13.1306,471.852,100.7769,9354.389145
1355,538.992,7.4732,10.4715,21.01705714,13.932,111.7457,25.2493,793.9485,3072.1023,830.2893,323.8921333,3858.2602,24.4134,14.1764,497.097,110.1153,10253.17529
1356,514.4064,6.8295,7.943125,17.71295714,15.1833,107.4904333,26.4419,785.5104,3296.648925,923.3383,317.0781333,4013.0713,22.8393,11.31013333,479.655,101.9442,10647.40331
1357,502.4288,6.2329,5.302875,13.83747143,16.7227,101.1075333,28.0617,767.6114,3515.867325,1016.2335,298.1125,4172.8307,20.2257,9.954466667,470.475,92.7355,11037.74007
1358,477.2128,5.8561,4.654,14.88087143,17.4279,91.4283,28.8627,743.5756,3613.55145,1065.065,291.4120667,4211.7102,19.7208,10.41926667,451.656,79.8952,11127.32825
1359,600.7712,8.9333,10.1135,40.07152857,17.2172,82.01876667,28.6313,830.5136,3507.748125,1021.7703,290.7306667,4376.4179,18.3249,21.41953333,509.031,97.6641,11461.37692
1360,1048.3552,17.0502,36.135625,114.9230571,19.3371,129.8755333,34.7011,1092.0947,3998.19855,1188.1819,405.433,4552.436,27.8289,62.20573333,895.05,201.2944,13823.101
1361,1531.2416,26.3603,90.932,226.4674857,19.6553,197.0608,37.2376,1228.8942,4338.6975,1370.8963,605.1967667,4708.6609,41.4909,130.9574,1329.723,322.1748,16205.64685
1362,1896.2432,34.3987,157.542375,324.9694143,19.7843,247.6145667,36.0984,1245.5147,4185.95505,1305.6082,700.4792,4420.9526,49.9554,205.9064,1624.86,395.3256,16851.20811
1363,2114.3616,40.2234,198.891375,372.0466286,19.4403,269.1606,33.1436,1225.5701,3942.125325,1237.321,782.1336333,4499.4185,54.7965,264.1226,1746.036,439.8127,17238.60386
1364,2162.272,42.2958,206.856875,389.7844286,14.6931,267.2427333,29.2365,1166.5034,3368.4531,1183.3372,797.5787,3834.9325,54.2619,294.4120667,1736.397,459.0083,16007.2656
1365,2064.56,40.2705,200.815625,388.8155571,12.7323,251.2405333,27.6434,1114.3406,2902.867725,1082.2906,745.2244667,3182.4638,49.6287,299.3699333,1657.908,454.8579,14475.02964
1366,1946.6752,37.3032,181.7745,370.7051143,11.0252,218.3371333,25.2582,1067.5475,2492.340675,899.8838,644.7179667,2476.9776,44.0748,291.3134,1597.779,426.3239,12732.03719
1367,1769.5328,33.5195,161.256625,348.6695,9.374,172.0686,22.4013,1015.6404,2197.76595,667.5689,573.0574,1915.699,48.4704,283.6054667,1517.913,397.5305,11134.07334
1368,1613.1936,28.8252,145.03475,332.3477429,7.3573,150.4326667,19.7936,960.6649,2020.412175,502.0032,426.8971,1504.9901,44.6391,280.2744,1436.67,377.427,9850.962835
1369,1466.9408,24.5705,130.423875,310.8835143,5.4266,138.9554333,17.5508,909.5249,1906.235925,455.248,283.8031,1188.2989,25.3935,275.7813333,1365.525,353.0434,8857.605581
1370,1294.2112,21.6817,119.393,284.1029143,3.2035,123.9721,15.5127,835.3719,1843.819575,478.0104,192.4955,1014.4015,9.2961,263.2317333,1302.642,329.0489,8130.394723
1371,1159.3056,20.1902,110.062625,264.4522143,1.4448,104.4038667,11.5077,749.9681,1796.88045,522.3817,174.2112667,960.6771,2.376,247.6222,1216.35,304.6653,7646.499123
1372,1048.3552,18.7458,101.023125,253.0741857,0.6364,78.51266667,6.5326,666.6099,1666.97325,555.1411,195.3346667,979.7634,3.2967,234.6465333,1112.616,278.0768,7199.338327
1373,952.5344,17.9765,91.827,239.1870286,0.903,48.75576667,2.7768,584.2745,1447.75485,566.0609,282.0996,1031.3671,18.2061,222.5617333,997.866,242.4093,6746.560579
1374,716.1344,12.9525,76.29875,189.1783571,2.064,24.78243333,0.5251,489.4098,1170.940875,509.3087,390.3286333,1085.0915,51.4998,179.1804,745.875,176.2623,5819.832549
1375,310.7872,4.5059,40.834375,75.89492857,2.6101,7.0122,0.0089,348.5191,835.2627,475.9341,479.3649,1053.9879,71.1909,67.977,245.565,57.068,4076.523204
1376,191.6416,1.9468,16.714125,39.92247143,2.6746,0.839066667,0,284.0827,714.4896,501.0035,707.0660667,1044.0913,125.4231,35.16986667,68.391,21.5302,3754.985996
1377,243.3344,2.8731,13.626375,27.4762,3.6034,3.296333333,0,324.739,826.63605,689.7161,1034.933033,1037.0223,159.489,33.03953333,123.471,33.8517,4557.107525
1378,278.6368,3.925,21.16675,12.12331429,7.0348,13.9345,0,343.9165,1034.436825,743.8537,1233.106867,1151.5401,167.0328,20.2188,64.26,9.079,5104.265756
1379,274.8544,4.0977,32.376625,9.489971429,11.309,31.85456667,0.0089,324.4833,1227.267825,749.3136,1303.063933,1402.4896,157.4397,12.39466667,36.72,1.9455,5579.109288
1380,217.488,3.2028,46.338625,13.51451429,15.4327,53.8501,0.712,263.371,1450.038375,759.5413,1293.070067,1717.0601,142.4115,6.236066667,30.294,2.9831,6015.544248
1381,141.2096,1.9939,59.20425,20.71894286,16.8345,70.69136667,2.8836,182.3141,1511.1861,703.5581,1212.892,1806.1295,121.8888,2.401466667,45.441,12.5809,5911.928126
1382,75.0176,0.8478,63.23175,34.97874286,17.3763,79.32176667,6.319,106.8826,1589.84085,646.1907,976.5597667,1879.6471,93.7629,0.968333333,100.521,34.1111,5705.57731
1383,58.6272,0.157,60.971875,76.19304286,16.0218,92.17746667,10.7245,81.3126,1659.86895,577.3652,729.098,1803.3019,65.7855,2.7888,226.287,60.3105,5520.991335
1384,85.7344,0.0157,90.932,153.2804286,13.1709,125.2906333,14.9075,79.0113,1688.7936,604.5109,625.7523333,1594.7664,54.6777,10.38053333,411.723,91.5682,5644.515529
1385,144.3616,0.1256,123.040125,214.6422857,11.9927,135.4193667,15.8509,82.3354,1855.490925,679.4884,668.9076667,1572.1456,58.4793,28.54646667,538.866,112.4499,6242.142236
1386,218.7488,1.7427,127.22425,229.4734714,11.8938,139.7645333,16.1001,83.1025,1885.430475,698.3289,683.3306333,1618.0941,58.3902,59.06833333,533.817,123.8635,6488.373296
1387,329.6992,6.0288,125.501375,215.9838,11.1886,129.3361333,15.0766,85.4038,1901.668875,625.6584,655.2796667,1557.3007,51.1137,94.5868,486.081,133.2019,6423.10935
1388,465.8656,12.1047,118.319,200.5067,9.503,112.4049667,12.4689,97.6774,1683.465375,459.0161,569.5368333,1340.9893,42.768,125.2248667,465.885,140.9839,5856.719642
1389,573.664,15.1819,108.004125,193.9233429,7.525,88.97103333,8.8466,99.723,1385.3385,316.059,479.4784667,1107.7123,35.4024,132.5454667,453.492,145.7828,5151.649935
1390,574.9248,12.7327,93.84075,178.5456143,5.9813,69.97216667,6.6394,102.7914,1146.837,230.3924,387.9437333,988.2462,25.542,107.0589333,456.246,154.0836,4541.777998
1391,527.0144,9.5299,83.436375,166.3229286,4.9536,54.50936667,6.1054,124.5259,1057.272075,188.1743,326.1634667,976.9358,18.3249,81.95973333,574.668,133.2019,4333.098045
1392,507.472,7.6145,65.7825,162.0002714,4.6311,39.3762,5.4379,172.3418,946.39425,182.9451,256.5471,1052.5741,11.6127,76.61453333,596.241,120.621,4208.206055
1393,537.1008,7.6773,50.12,157.7769857,4.5881,29.18753333,5.1709,236.2668,893.873175,174.9475,194.8804,1028.5395,6.8607,85.44573333,655.911,102.5927,4170.939127
1394,593.2064,8.6036,37.54525,143.0700143,3.7539,18.66923333,4.0228,283.827,879.664575,160.2596,118.3364667,1048.3327,2.1384,98.8862,649.485,81.9704,4131.771539
1395,594.4672,10.8173,25.1495,114.8733714,3.8829,4.884566667,3.0349,289.9638,917.723325,183.791,44.17743333,1342.4031,0.1485,91.48813333,484.704,52.0097,4163.51873
1396,641.1168,14.7894,12.888,86.37861429,5.0912,0.689233333,3.4354,305.0501,1007.541975,204.4771,19.4199,1638.5942,0,91.13953333,391.527,32.425,4454.563456
1397,667.5936,16.4065,5.660875,65.11312857,4.9751,0.779133333,4.8861,329.853,1052.705025,217.0118,23.39473333,1839.3538,0,88.6606,311.202,23.346,4650.941395
1398,690.288,15.543,2.0585,40.56838571,3.7754,0.899,5.0018,355.423,1050.4215,252.6934,26.46103333,2119.9931,0.2673,66.38893333,245.106,14.6561,4889.544452
1399,656.2464,15.9198,0.49225,17.31547143,4.0119,0.928966667,4.005,344.9393,1048.3917,258.5378,37.93126667,2272.6835,0.6831,49.5012,169.83,6.8741,4888.291755
1400,762.1536,17.3642,1.006875,13.68841429,6.4672,4.4051,7.2357,349.2862,1438.1133,348.2032,84.4936,2620.4783,2.7918,45.86026667,160.65,7.1335,5869.331256
1401,672.6368,12.5914,1.7005,9.614185714,8.9612,22.475,11.7658,356.4458,1832.655675,515.1531,151.0436667,3094.1013,7.5735,33.3494,136.782,16.3422,6883.191527
1402,518.8192,8.4937,2.617875,5.9126,11.3864,42.9722,13.2432,360.0256,2114.797875,667.5689,200.8994333,3376.1544,10.0386,24.20833333,165.699,36.8348,7559.672117
1403,473.4304,8.3995,4.117,6.806942857,13.0677,58.01546667,14.4981,368.4637,2351.01585,752.9279,258.5913,3627.1039,13.2462,23.4724,211.599,57.4571,8242.21246
1404,464.6048,8.6821,6.66775,10.85632857,14.276,69.70246667,16.3404,360.7927,2553.99585,863.8946,297.9989333,3876.6396,14.9985,26.57106667,239.598,72.1132,8897.732295
1405,426.7808,7.7558,6.84675,15.57647143,14.9038,77.43386667,18.2539,348.7748,2692.02225,991.7024,330.7061333,4046.2956,15.741,27.15206667,256.122,85.2129,9361.280538
1406,370.6752,6.437,5.392375,19.3029,14.7447,72.96883333,19.0104,331.8986,2743.020975,1038.7652,364.549,4010.2437,18.2952,25.2154,263.007,92.4761,9396.002583
1407,320.2432,5.2595,4.16175,23.05417143,13.0204,63.16973333,15.4237,307.8628,2583.681675,1045.7631,360.1199,3814.4324,19.4238,21.2646,242.811,89.7524,8929.44413
1408,324.656,5.1496,3.4905,28.24632857,16.4045,97.57146667,17.355,326.5289,3137.0559,1306.1465,468.9167667,3955.1055,31.0959,21.6132,313.956,119.4537,10172.74576
1409,494.864,7.6145,6.645375,34.6061,21.4871,160.2317667,26.9581,464.3512,4164.1347,1643.5837,680.0372,4370.0558,54.5589,37.57133333,598.077,192.2154,12956.99218
1410,927.9488,14.9778,31.929125,63.39897143,20.9754,211.0852,31.8887,725.1652,4540.916325,1660.8093,909.7825667,4500.8323,83.7243,90.13246667,1063.503,299.2179,15176.28735
1411,1496.5696,26.6429,90.70825,142.6476857,19.1178,242.0108,31.8353,956.0623,4486.111725,1675.7279,1124.31,4576.4706,105.2865,187.0045333,1425.195,366.2728,16951.97369
1412,1956.1312,36.5339,155.73,256.8503,20.9668,264.7555,31.595,1044.2788,4615.25775,1670.1142,1230.154133,4718.5575,105.3756,282.7533333,1578.501,391.3049,18358.85992
1413,2149.664,40.6787,185.511125,323.8763286,22.9276,279.1095333,31.4793,1070.3602,4699.240725,1707.18,1177.1185,4859.2306,89.7534,325.0888667,1590.435,406.9986,18958.65248
1414,2135.1648,40.9456,199.383625,348.4459143,22.7943,274.7344,31.8887,1069.8488,4747.448475,1652.8117,1107.729267,4852.1616,81.7047,337.9870667,1513.323,407.9065,18824.27845
1415,2010.976,37.9312,192.604,362.8050857,22.2955,259.0618333,31.4437,1053.484,4797.178575,1869.0545,1088.1958,5134.9216,92.1888,344.6879333,1418.769,401.5512,19117.14873
1416,1873.5488,33.7864,176.315,341.1918,22.9921,238.6545333,31.7997,1050.4156,4886.489775,2038.5421,1056.5107,5352.6468,85.9518,342.8674667,1408.212,410.6302,19350.55478
1417,1799.792,31.4942,170.72125,310.3121286,25.542,257.1439667,33.2237,1080.0768,5152.901025,2165.9654,1124.31,5453.0266,94.7133,340.9308,1490.832,425.8051,19956.79027
1418,1860.9408,33.8492,188.129,308.4489143,26.8277,285.9719,36.134,1153.4627,5456.863575,2261.4752,1206.305133,5486.2509,108.2565,343.1773333,1643.679,457.9707,20857.74256
1419,2060.7776,40.4432,225.383375,330.5342143,27.6834,313.0018333,37.8695,1243.9805,5664.918075,2362.4449,1266.495467,5550.5788,114.2262,353.1318,1814.886,495.9728,21902.32766
1420,2265.0272,46.1266,257.17825,388.8404,29.5281,336.7054667,40.495,1323.7589,6071.892975,2554.3104,1314.534167,5696.2002,122.6907,380.2451333,1924.587,527.4899,23279.61039
1421,2393.6288,48.5758,286.26575,428.0175857,30.3924,365.2637,42.2839,1414.5324,6460.34595,2696.4985,1679.878133,5802.2352,156.9942,401.5097333,2012.256,552.2626,24770.94065
1422,2453.5168,49.3451,298.70625,433.2594286,29.4335,371.2270667,41.1536,1506.3287,6348.1995,2613.5234,1669.884267,5720.2348,158.9841,401.8970667,2083.86,612.0543,24791.60788
1423,2478.1024,49.1567,282.32775,418.6021429,32.3059,420.9118,38.9642,1589.4312,6584.16375,2509.1701,1603.902033,5554.8202,142.8867,385.9389333,2078.352,752.26,24921.29581
1424,2678.5696,51.1506,360.28225,523.439,27.993,439.7908,48.3359,1716.2584,6665.8632,2285.8525,1480.0008,5465.7508,119.8692,477.4658,2566.728,851.4805,25758.83035
1425,3192.976,74.0098,439.735875,667.2046143,24.5014,339.4024667,48.5228,1838.483,6605.222925,2341.9126,1339.859533,5075.542,122.067,601.7610667,2964.681,801.6757,26477.55778
1426,3365.0752,79.2536,393.7105,654.6341286,30.4311,290.1672333,41.3227,1793.2241,6580.357875,2562.0004,1261.044267,5139.163,117.1665,640.7268,2795.769,734.2317,26478.2781
1427,3196.7584,71.2937,381.04625,619.2330571,33.2605,266.7632667,45.8795,1680.2047,6911.215275,2607.1407,1208.235767,5594.4066,116.5725,641.2690667,2628.693,642.6635,26644.63578
1428,3012.6816,64.6526,362.944875,603.3833143,33.3551,279.3492667,53.6047,1479.4802,7127.388975,2698.4979,1356.894533,5803.649,124.5618,611.9479333,2396.898,580.7966,26590.0864
1429,2696.2208,51.4646,361.17725,629.5428429,30.8912,289.5679,52.5011,1237.3323,6841.187175,2564.3074,1193.244967,5741.4418,105.6429,535.6045333,2148.12,526.4523,25004.69907
1430,2239.1808,43.4262,346.969125,646.0881857,28.3198,263.3470667,41.0824,1032.2609,6053.8785,2329.6086,1154.745867,5414.854,93.9114,452.7539333,1719.414,469.1249,22328.96568
1431,2323.024,49.8004,344.3065,635.7038714,23.8736,266.0740333,30.3312,967.5688,5202.88485,1912.503,1039.248567,5199.9564,83.4867,445.0072667,1543.617,470.4219,20537.80809
1432,2734.0448,60.1938,375.0945,682.2345429,22.3686,277.3714667,28.836,1011.8049,4789.3131,1520.6206,1033.910933,5125.7319,86.1597,504.8115333,1742.364,532.4185,20527.27888
1433,2798.3456,61.4655,412.572625,755.9184571,20.3175,260.5601667,28.4622,1041.9775,4359.249225,1350.2871,1018.238733,4964.5587,90.4068,513.8364,1830.033,534.6234,20040.85291
1434,2642.0064,54.7145,416.286875,801.5547857,16.7055,247.3748333,27.0738,1040.4433,3612.0291,1205.4075,1005.632833,4632.3157,96.1389,502.5262667,1601.451,464.9745,18366.63579
1435,2268.8096,41.6521,421.50025,796.5613714,14.2373,209.2572333,24.4483,1027.6583,3281.67915,1176.9545,1009.039833,4297.952,92.6046,459.3773333,1327.428,409.9817,16859.14157
1436,1998.9984,34.3987,433.336625,746.5278571,15.0672,196.4914333,25.1069,1040.9547,3361.095075,1229.7079,1025.961267,3719.0009,105.0786,415.4537333,1268.217,351.2276,15966.62389
1437,1790.9664,29.673,445.150625,724.3928714,16.7915,208.8676667,25.7032,984.445,3528.8073,1375.8948,1174.7336,3695.6732,133.947,358.7481333,1234.71,332.9399,16061.4442
1438,1500.352,21.823,468.8905,744.4659,16.1766,223.7011667,25.81,914.1275,3533.120625,1576.3731,1550.979967,3437.6547,173.8935,324.5078667,1205.334,335.5339,16052.74433
1439,1282.864,16.2024,526.1705,790.2016,16.5894,287.8298333,27.8837,845.0885,3688.400325,1792.6928,2016.944,3337.2749,208.8207,307.6201333,1107.108,320.2293,16571.92009
1440,1131.568,12.9839,596.38325,923.8064857,17.0581,351.3591667,28.5512,761.986,3945.677475,2050.6154,2286.551267,3188.8259,209.6523,308.8208667,1026.783,352.784,17193.40631
1441,1013.0528,12.5129,629.923375,1068.540971,17.5999,406.8274667,26.4063,644.364,4107.554025,2300.6942,2384.5593,3394.5338,208.8207,320.6345333,973.08,380.1507,17889.25497
1442,985.3152,13.9573,597.255875,1126.598729,20.6873,475.1814333,31.7018,593.9911,4573.900575,2605.9103,2424.534767,3584.6899,214.3152,341.4730667,985.014,414.6509,18989.17745
1443,1060.9632,16.7676,541.228875,1079.670571,31.3427,533.4366333,33.998,588.3657,5527.399125,2755.6346,2333.4543,3906.3294,209.5929,362.8926,1046.061,506.4785,20533.6157
1444,1200.912,19.939,508.0915,1071.000414,33.5314,528.8817,53.9429,669.4226,6643.789125,2452.341,2084.289033,4597.6776,177.8139,368.5476667,1242.054,605.5693,22257.80314
1445,1412.7264,21.6189,486.633875,1076.763957,33.6991,487.3179333,61.0451,815.4273,7529.03565,2069.0714,1756.535633,5141.9906,154.0539,397.8300667,1816.263,685.8536,23945.86642
1446,2140.8384,34.1632,426.02,1026.233586,34.7827,404.9395667,61.0273,1055.5296,7837.0578,1643.2761,1419.242633,5486.9578,119.5722,436.0986,2562.138,731.3783,25419.25579
1447,3497.4592,101.6889,359.633375,960.4993857,35.604,319.7143667,63.5994,1376.4331,7816.25235,1467.5596,1130.556167,5610.6653,99.3168,633.3674667,3253.392,719.1865,27444.92791
1448,4829.4944,121.7849,355.605875,936.0788571,36.4769,312.7321333,69.1708,1744.6411,8233.629975,1912.8875,1232.3119,5907.5633,108.8505,826.2594667,3617.379,775.4763,31020.34291
1449,5253.1232,127.0287,367.464625,907.2611429,37.9174,314.7998333,73.425,2069.6358,8482.280475,2127.4385,1334.749033,6072.9779,112.5036,846.6719333,3643.542,772.3635,32543.18264
1450,5285.904,123.9358,375.9,906.6649143,38.1754,332.3303333,74.3239,2209.248,8373.43245,2200.5704,1491.471033,6226.3752,116.8398,825.9883333,3601.314,769.2507,32951.72426
1451,5249.3408,122.2873,386.50575,929.1228571,37.754,364.2748,73.3627,2251.1828,8231.8539,2155.507,1531.1058,6344.4275,123.1659,795.7376,3512.268,773.012,32880.90871
1452,5075.9808,119.5241,378.383625,933.5448857,36.722,365.1438333,71.6094,2184.7008,7968.48735,2044.6941,1580.848,6404.514,142.6788,775.3251333,3429.189,761.2093,32272.55513
1453,4843.3632,112.883,353.346,910.7888286,34.1721,342.8186667,69.2242,2133.3051,7384.666125,1898.1996,1629.681667,6306.2549,162.3996,736.0495333,3263.949,713.7391,30894.84062
1454,4552.1184,102.6152,293.60475,820.8825286,30.0441,271.0185333,64.0177,2127.6797,6497.136075,1735.5561,1627.1832,6036.2191,175.9428,650.3714,2903.634,593.5072,28481.53079
1455,4134.7936,92.5515,278.322625,661.3665429,25.0045,220.4647667,51.976,2095.4615,5327.2101,1687.5705,1940.059367,5559.0616,200.475,536.7665333,2252.313,431.5119,25494.90903
1456,3865.6128,86.8367,376.906875,699.2767429,22.5707,251.1206667,41.1892,2013.3818,4816.969125,1864.2867,2204.329,5180.1632,201.1878,512.2870667,1915.407,451.2263,24502.75168
1457,3414.8768,74.1825,491.198375,812.7837571,24.1402,384.0827667,33.3661,1862.0074,5082.872925,2079.4529,2102.005433,4881.1445,175.4379,501.7128667,1696.923,449.5402,24065.72762
1458,2921.2736,53.3486,530.377,945.0222857,24.8282,442.0383,31.4526,1681.4832,5359.17945,2142.9723,1918.254567,4591.3155,164.1222,498.6529333,1678.104,386.7654,23369.19014
1459,2814.736,52.595,509.83675,1092.812443,25.4044,406.7675333,37.1664,1587.897,5873.480025,2116.3649,1766.5295,4604.0397,145.827,469.7578667,1893.834,588.4489,23985.49742
1460,2718.2848,53.4114,440.496625,1224.628643,25.886,371.3469333,36.3654,1507.3515,5961.5226,2129.361,1642.741833,4576.4706,124.6806,497.0648667,2163.267,694.6732,24167.553
1461,2671.6352,49.9888,370.84325,1178.6942,25.7269,383.7531333,36.6591,1437.2897,5970.910425,2150.124,1611.8517,4541.8325,116.9586,585.4543333,2244.051,687.9288,24063.70164
1462,2777.5424,49.0782,324.952125,1057.212629,26.23,401.1637667,36.9172,1413.2539,6377.377875,2145.1255,1481.3636,4616.057,117.7605,683.256,2346.408,692.7277,24546.4264
1463,2853.8208,49.1253,295.148625,935.1099857,28.3069,380.6366,42.5954,1448.2848,6946.736775,2058.5361,1128.966233,4883.2652,85.7439,715.7145333,2433.618,767.5646,25053.17375
1464,3037.8976,53.4428,278.9715,896.0570143,30.4784,320.6733,51.8425,1415.8109,7247.654625,1785.3104,923.0698667,5292.5603,64.3005,732.6797333,2707.641,805.1776,25643.56804
1465,3334.1856,67.7926,253.15075,863.1650714,28.896,270.8087667,55.2957,1404.5601,7022.854275,1589.9844,805.7555,5460.0956,52.0641,766.6101333,2884.356,805.3073,25664.8819
1466,3622.2784,74.9361,217.686375,799.9896857,23.4952,232.841,54.0319,1447.262,6324.8568,1484.17,751.8113333,5366.7848,44.6985,804.104,3043.17,752.9085,25045.02459
1467,3822.1152,81.8912,180.722875,719.7224143,20.6185,178.5114333,47.4726,1505.0502,5573.8308,1210.6367,593.8401,5195.715,32.3433,832.6504667,3108.807,672.3648,23776.29259
1468,4117.1424,96.3509,155.439125,611.2585,17.2559,153.4293333,34.532,1580.9931,4911.1011,1089.4423,516.3876333,4733.4024,25.9875,825.4848,2926.125,616.4641,22410.79609
1469,4345.3472,109.9628,128.164,480.9328714,15.3725,134.8200333,28.7114,1668.9539,4290.9972,1082.9827,490.608,4131.8305,23.1363,777.0681333,2665.872,514.1308,20888.89034
1470,4219.2672,109.1935,116.730375,373.9595286,15.2263,124.3916333,27.145,1656.1689,3834.2922,1118.895,483.2261667,3958.64,27.621,688.1364,2143.989,431.901,19328.7832
1471,3824.0064,94.671,76.433,357.1409143,18.0213,134.9998333,32.3604,1593.011,4052.4957,1114.7424,497.3084333,3948.7434,32.0463,631.2758667,1749.249,478.9821,18635.48705
1472,4211.7024,91.7979,132.997,516.8308,22.0504,192.6257333,39.3914,1756.1476,5117.886975,1292.689,705.9304,4176.3652,43.5402,696.1542,2501.55,560.4337,22058.09291
1473,4361.7376,93.8075,173.31675,588.0055857,24.252,282.3159667,45.657,1883.4862,5751.184575,1658.1947,1155.9951,4538.298,79.5069,704.0170667,2717.28,639.5507,24696.60564
1474,4081.2096,84.8742,183.07225,593.5952286,25.1808,314.3203667,46.0753,1823.141,5637.26205,1816.3011,1529.0616,4665.54,119.7801,676.7100667,2595.645,642.2744,24834.04306
